ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
True,False,1.0,1.5,Small,18,0,0.6896620675984653
True,False,1.0,1.5,Small,18,1,0.6961717028255888
True,False,1.0,1.5,Small,18,2,0.7274740598939863
True,False,1.0,1.5,Small,18,3,0.7569464217231376
True,False,1.0,1.5,Small,18,4,0.8000735334254069
