SMILES,standard_smiles,MPO_multi,MPO_Score,Hit_Tier,S_vina,S_diff,S_qed,S_admet,P_ro5,MPO_4gm2,MPO_6ukj,MPO_7f3y,MPO_9n10,aff_4gm2,aff_6ukj,aff_7f3y,aff_9n10,conf_4gm2,conf_6ukj,conf_7f3y,conf_9n10,qed,sa_score,npl_score,syba_score,molecular_weight,logP,tpsa,AMES,hERG,DILI,ClinTox,Bioavailability_Ma,Solubility_AqSolDB,HIA_Hou,PPBR_AZ,Caco2_Wang
C#CCN(CC#C)Cc1cc2c(c(OC)c1)OCO2,C#CCN(CC#C)Cc1cc(OC)c2c(c1)OCO2,0.4537223775536732,0.45372237755367323,Borderline,0.22271341463414637,0.20047359531844172,0.7478528249071149,0.8405581241379239,1.0,0.39205718523884886,0.5402769873940185,0.463522542586879,0.41903279499494644,-4.451,-7.276,-5.695,-5.083,-1.7,-1.02,-1.22,-1.7,0.7478528249071149,2.8939079178834923,-0.4173466196394,75.06078228411528,257.289,1.4923000000000002,30.930000000000003,0.2799919664859772,0.3525849461555481,0.1913797169923782,0.0952880755066871,0.7558505833148956,-3.137234405664264,0.9999102354049684,75.14346032843524,-4.2342695788813085
CC/C=C(/C)C(=O)N(CC)Cc1c[nH]c2ccccc12,CC/C=C(/C)C(=O)N(CC)Cc1c[nH]c2ccccc12,0.4537074516357647,0.45370745163576476,Borderline,0.22411585365853662,0.17402605464886833,0.8224720009274926,0.7817732600504087,1.0,0.3797587784377451,0.5459394056042834,0.4836833708380093,0.40544825166302106,-4.335,-7.42,-6.182,-4.614,-2.19,-1.16,-1.38,-1.69,0.8224720009274926,2.4490745866002293,-0.5564543752903963,66.7029812465183,270.37600000000003,3.8727000000000023,36.1,0.1724052876234054,0.3836520254611969,0.3039253026247024,0.0520165413618087,0.558633416891098,-3.660427669775641,0.9999810695648194,89.08498343931166,-4.472679745811545
Cc1ccc(OCCC(=O)OCCCCCO)c(C)c1,Cc1ccc(OCCC(=O)OCCCCCO)c(C)c1,0.45333418406653064,0.45333418406653064,Borderline,0.2729573170731707,0.27291982854093155,0.5580061101175218,0.8531196262145574,1.0,0.3615877900727546,0.567847479106975,0.49769787397483983,0.38620359311155306,-4.1,-8.466,-6.654,-4.933,-1.17,-0.77,-0.64,-1.43,0.5580061101175218,1.9182674437430869,-0.3781416012208201,115.29961572039328,280.364,2.7781400000000014,55.760000000000005,0.0649321019649505,0.5624281585216522,0.1665114343166351,0.0144787026569247,0.7793247699737549,-3.135663507521875,0.999984622001648,81.52360979214244,-4.231960937777342
C[C@@H]1CCCN(C(=O)C2=CC(Cl)=CC=C2Cl)C1,C[C@@H]1CCCN(C(=O)c2cc(Cl)ccc2Cl)C1,0.4514232956968753,0.4514232956968753,Borderline,0.19375000000000003,0.23082781557310905,0.759640251069211,0.8265052772650386,1.0,0.3619796253262277,0.5483824815270734,0.4413240997042102,0.4540069762299898,-3.749,-7.146,-5.453,-5.156,-1.78,-0.76,-1.52,-0.94,0.759640251069211,2.200667525100341,-1.8379309083117708,85.56038904017485,272.17500000000007,3.865500000000004,20.31,0.1775234937667846,0.5997024595737457,0.1884565338492393,0.2266213558614254,0.9414928197860718,-3.928310746843053,0.9999993085861206,78.29626866004267,-3.996022907109027
CNC1=CC1=CCN=C1CC=CCOCCNC=N1,CNC1=CC1=CCN=C1CC=CCOCCNC=N1,0.4503384973585329,0.4503384973585329,Borderline,0.21155487804878054,0.23141042882223525,0.7449786911727443,0.7963062973423469,1.0,0.3725556172495524,0.5631855445868549,0.4865814026281464,0.3790314249695779,-3.862,-7.853,-6.094,-4.33,-1.35,-0.91,-0.94,-1.72,0.7449786911727443,4.991703113344975,0.7853591334260053,-97.92701003051414,260.34099999999995,1.0225999999999995,58.010000000000005,0.6561716437339783,0.1636257335543632,0.2541516035795211,0.097719857469201,0.9183119058609008,-1.3042948073820668,0.9989767789840698,39.087995132673925,-5.095811993514618
C#CC=C1CN=CN(C(C=CCl)C=CCl)N=C1NCCO,C#CC=C1CN=CN(C(C=CCl)C=CCl)N=C1NCCO,0.4498048868479411,0.44980488684794107,Borderline,0.24612804878048783,0.2158444338712168,0.7552356191217316,0.7243455832174653,1.0,0.3918543507980654,0.5323338108711831,0.4859545247273629,0.3890768609951529,-4.369,-7.175,-6.714,-5.015,-1.2,-0.78,-1.34,-2.09,0.7552356191217316,4.828762264499966,0.0765407444403285,-50.36675193038246,327.21500000000015,1.6588999999999998,60.22,0.6730888843536377,0.4688100218772888,0.5029851794242859,0.2010232612490654,0.904623281955719,-2.4890626533310733,0.9994820475578308,68.44580894584652,-5.254238897175791
CC1=CC=CC(C(=O)C=CC2=CC=CC(O)=C2)=C1,Cc1cccc(C(=O)C=Cc2cccc(O)c2)c1,0.44213514357626893,0.442135143576269,Borderline,0.2716768292682927,0.2120180294892296,0.6549596939803568,0.7536787144265852,1.0,0.3717961830199079,0.5225398983367159,0.49971516242482633,0.37448933052362576,-4.654,-7.976,-6.701,-4.78,-1.62,-1.38,-0.72,-1.7,0.6549596939803568,1.8475955164896547,-0.0878043127827444,95.76698736164704,238.28600000000003,3.596720000000002,37.3,0.0789011169224977,0.2227985709905624,0.6671121478080749,0.0038827664684504,0.6944979906082154,-4.365479746623022,0.999971318244934,97.90720432767668,-4.686862082311038
C=C[C@@](C)(O)CC(=O)N[C@H](C)CCC=C(C)C,C=C[C@@](C)(O)CC(=O)N[C@H](C)CCC=C(C)C,0.44117682739603714,0.44117682739603714,Borderline,0.19850609756097565,0.21426101844906634,0.6707956110498732,0.8931687761830299,1.0,0.37734818470571524,0.5222173429727763,0.49994796777332695,0.36519381413233004,-3.389,-7.432,-5.793,-4.686,-1.17,-1.41,-0.46,-3.26,0.6707956110498732,3.6624813261377103,1.1436664668771055,21.039425166823406,239.35899999999995,2.5646000000000004,49.33,0.1126924904063344,0.104907563701272,0.0366496609523892,0.1459623269736766,0.7257273435592652,-2.5068931370711844,0.9994437575340273,63.69190742163117,-4.464984651834986
CC(C)(C)ON=CC1=CC=C(O)C(C(=O)O)=C1,CC(C)(C)ON=Cc1ccc(O)c(C(=O)O)c1,0.4410904473817252,0.4410904473817252,Borderline,0.22170731707317076,0.26704767935539725,0.6237831988607597,0.8131621786340945,1.0,0.3731718815402585,0.5483854612895881,0.489804694888866,0.3529997518081882,-3.739,-7.457,-6.248,-4.967,-0.82,-0.48,-0.6,-3.63,0.6237831988607597,2.4484727356867104,0.0643745939302588,28.786443310157377,237.255,2.2394,79.12,0.2789294838905334,0.0126681231893599,0.4625858575105667,0.0204568540677428,0.8125551342964172,-2.4826307801511485,0.9972274661064148,94.55414490472768,-4.627767544005565
CCC=CC1=CC(O)=CC=C1,CCC=Cc1cccc(O)c1,0.44066589095787556,0.4406658909578755,Borderline,0.134969512195122,0.32169988839890784,0.6833276653921455,0.8422403767428452,1.0,0.397109598165597,0.494471786542428,0.49287227761228286,0.3782099015111943,-3.801,-6.134,-5.188,-4.504,-0.68,-0.72,-0.07,-1.81,0.6833276653921455,2.060709517438669,1.123408343668682,27.237000156282186,148.20499999999998,2.815400000000001,20.23,0.0748281434178352,0.1169382944703102,0.2322111457586288,0.0017602102831006,0.5241462707519531,-2.6208348990853367,0.9999842882156372,89.48590088977821,-4.607927853592395
CC(C)(O)CC(O)CNCCOC1=CC=C(Cl)C=C1Cl,CC(C)(O)CC(O)CNCCOc1ccc(Cl)cc1Cl,0.4365539396192325,0.4365539396192325,Borderline,0.22158536585365857,0.20151381239777638,0.6436633423677551,0.8659195999830461,1.0,0.3710555820722285,0.52322021621857,0.49186260629167794,0.3600773538944536,-3.69,-7.365,-6.586,-4.717,-1.1,-1.1,-1.06,-2.96,0.6436633423677551,2.772054763746693,-0.56230989124918,74.21814508958187,322.232,2.4837,61.72,0.0694071134552359,0.6982052087783813,0.1241803012788295,0.1794359773397445,0.9072301268577576,-1.8919066872253976,0.999668312072754,62.56524811502497,-4.79385136832035
Cc1[nH]c2ccccc2c(=O)c1C[NH3+],Cc1[nH]c2ccccc2c(=O)c1C[NH3+],0.4362755877213066,0.4362755877213066,Borderline,0.18381097560975612,0.21574813225941467,0.6768920609116953,0.8841753400713283,1.0,0.39088009813214614,0.4555739441195571,0.4793650268804919,0.4192832817530312,-3.909,-6.848,-5.505,-4.967,-0.98,-3.48,-0.6,-1.35,0.6768920609116953,2.775475851964327,-0.3510798768142714,51.60962557797602,189.23799999999997,0.5784199999999999,60.5,0.0918759457767009,0.2025380834937095,0.3505596548318863,0.0011049910099245,0.7019142150878906,-1.4041927492857351,0.9984440684318544,50.92078277470128,-4.83620476157958
COCNC1=NC(C=CC(C)C)=NC=CC=C1,COCNC1=NC(C=CC(C)C)=NC=CC=C1,0.43583458372685513,0.4358345837268552,Borderline,0.19070121951219512,0.17760310511501093,0.7570690640436077,0.8218304520674173,1.0,0.3663355340126991,0.5269786020273521,0.46867090989229815,0.38135328897507137,-3.64,-7.39,-5.754,-4.511,-1.61,-1.41,-1.14,-2.14,0.7570690640436077,4.068158889532865,0.9548788137968588,-58.499882878025005,233.31500000000003,2.2726000000000006,45.98,0.6100267738103866,0.27723149061203,0.3163328066468239,0.0973054118454456,0.9404685378074646,-2.1254426082278903,0.9996968507766724,64.27644067902528,-4.652967772933321
C=C(C)Nc1cc(C(=O)OC)ccc1O,C=C(C)Nc1cc(C(=O)OC)ccc1O,0.4340325802376463,0.43403258023764635,Borderline,0.1903963414634147,0.30972606067155256,0.5884566933279636,0.8151400459464689,1.0,0.3675654754038321,0.4992333258536434,0.47928777526902006,0.3900437444240897,-3.961,-6.56,-6.253,-4.671,-0.93,-0.55,-0.67,-1.09,0.5884566933279636,2.146277734188533,-0.3158485263444199,46.65991553749742,207.229,2.1243000000000003,58.56,0.1264698520302772,0.1244374901056289,0.6948325753211975,0.0086594211868941,0.548774391412735,-3.158901186668981,0.9999240517616272,78.96454384239595,-4.722291915829949
NCC=CC1CN=C(CC=CCl)N=CN1CCO,NCC=CC1CN=C(CC=CCl)N=CN1CCO,0.4338332474176157,0.4338332474176157,Borderline,0.1721646341463415,0.2524334328955226,0.699608524576329,0.8036370821816647,1.0,0.38938035967280277,0.5104873217252212,0.45778603371240956,0.3776792745600293,-3.895,-6.769,-5.618,-4.565,-0.85,-0.88,-0.95,-1.83,0.699608524576329,4.874577320440686,0.4788841513269666,-67.37012125271188,270.764,0.7471999999999999,74.21,0.5147738695144654,0.2596560567617416,0.0333033532835543,0.1801501281559467,0.8885088920593261,-0.4535092887668239,0.992371904850006,19.57784456523936,-5.335862887712851
CCC#C[C@@H](C)Oc1cccc(O)c1C(C)=O,CCC#C[C@@H](C)Oc1cccc(O)c1C(C)=O,0.4337456056652706,0.4337456056652706,Borderline,0.21000000000000005,0.24212398946220176,0.6435339676755004,0.8067187650974671,1.0,0.3805799325184153,0.49348557448845426,0.4831581885348855,0.3777587271193273,-3.953,-7.015,-6.344,-4.776,-0.86,-1.23,-0.85,-1.77,0.6435339676755004,3.180733197910417,0.5000963564850882,36.2913484640213,232.279,2.775500000000001,46.53,0.0670590341091156,0.1316870138049125,0.3104540437459945,0.0069115140940994,0.502436226606369,-3.016678921788876,0.999961280822754,88.24720648586937,-4.546339206015821
CCCOC(=O)C=CC1=CC=C(CC)C=C1,CCCOC(=O)C=Cc1ccc(CC)cc1,0.4319315894238609,0.4319315894238609,Borderline,0.2300609756097562,0.2798864357022731,0.5600276249749038,0.7962207602659813,1.0,0.31570146217874284,0.5459046580269106,0.4549626149501065,0.41115762253968363,-3.675,-7.934,-5.83,-5.182,-1.84,-0.61,-0.63,-0.93,0.5600276249749038,1.8022869368867944,-0.0593943082627875,90.56308091465546,218.296,3.2154000000000016,26.3,0.0542958505451679,0.099802565574646,0.6140863120555877,0.0072071182541549,0.7905415892601013,-4.290842588517601,0.9999666690826416,95.37154757613264,-4.322694729758089
COc1cc(O)c(OC)cc1O,COc1cc(O)c(OC)cc1O,0.43057172951256595,0.43057172951256595,Borderline,0.1222865853658537,0.30033937971038493,0.6526624180754637,0.8810273072788548,1.0,0.4088406406091254,0.446545861997777,0.46746526442390934,0.39943515101945204,-3.192,-5.885,-4.948,-4.578,-0.47,-1.52,-0.31,-1.3,0.6526624180754637,1.854978099869376,0.7519932050223668,16.857193464165512,170.164,1.1149999999999998,58.92,0.2221335977315902,0.1303360909223556,0.3257938921451568,0.0020936085493303,0.549009358882904,-1.023036296150683,0.9996414065361025,64.86893448269994,-4.942482990007923
C=C[C@H](CO)[NH2+]Cc1cc(=O)oc2cc(O)c(CC)cc12,C=C[C@H](CO)[NH2+]Cc1cc(=O)oc2cc(O)c(CC)cc12,0.43051338051612204,0.43051338051612204,Borderline,0.3337804878048781,0.1526329793660631,0.5388969679307829,0.7850171423782825,1.0,0.314354143053499,0.5334227623183844,0.476766519410216,0.3975100972823889,-4.146,-8.96,-7.571,-5.471,-2.24,-1.73,-1.65,-1.37,0.5388969679307829,4.070382500370096,0.5233413246701237,48.20687908690083,290.339,0.6713000000000001,87.28000000000002,0.071821155026555,0.309829244017601,0.0273093931376934,0.003541270783171,0.1942261859774589,-1.746170195412912,0.8206456065177917,68.62791527324907,-5.6239663456915
OCCNn1cnc2ccccc21,OCCNn1cnc2ccccc21,0.42854019086511985,0.4285401908651199,Borderline,0.1630487804878049,0.1908599153268157,0.720339349077142,0.8646017936483723,1.0,0.3561116124542704,0.49806757275638613,0.46586482736664736,0.3941167508831756,-3.919,-6.13,-5.263,-5.236,-2.1,-0.85,-0.76,-3.28,0.720339349077142,2.425970519239595,-1.2323961889816226,47.983998388266144,177.207,0.5720999999999994,50.08,0.2939681887626648,0.0839640766382217,0.6530340313911438,0.0329524163156747,0.742778992652893,-0.8858328108109325,0.9998751759529114,38.52877989694173,-4.654057738890267
C=C[C@@](C)(O)C(=O)Nc1cc(S(=O)(=O)CC)ccc1O,C=C[C@@](C)(O)C(=O)Nc1cc(S(=O)(=O)CC)ccc1O,0.4277454899209092,0.4277454899209092,Borderline,0.2702743902439025,0.1944671072696999,0.5569508979753134,0.820949979487038,1.0,0.3314684504976305,0.5637124562531202,0.4302676238423731,0.3855334290905131,-3.956,-8.985,-6.51,-4.614,-1.65,-1.2,-1.99,-1.02,0.5569508979753134,3.185074191754583,-0.8545480602842398,71.41589191337866,299.348,1.0613,103.7,0.1872308403253555,0.1034026563167572,0.3816036432981491,0.0625653982162475,0.6769996881484985,-2.2219194652714043,0.9964295625686646,63.55243013466272,-5.448018817512673
CCNC1=NC(NCCS(=O)(=O)C(C)C)=NC(NC(C)(C)C)=N1,CCNc1nc(NCCS(=O)(=O)C(C)C)nc(NC(C)(C)C)n1,0.42719234521537486,0.4271923452153748,Borderline,0.2738414634146341,0.15178814910893385,0.6542570981350866,0.750329174106681,1.0,0.3265205872358779,0.5254241197066363,0.46224561301489525,0.39457906090409006,-3.896,-8.447,-6.521,-5.318,-2.03,-1.86,-1.32,-1.77,0.6542570981350866,2.825925649392497,-1.0221118253393957,66.19891742077327,344.48500000000007,1.7488999999999992,108.9,0.1772655732929706,0.6021721363067627,0.5933395564556122,0.1576791778206825,0.7846686244010925,-3.929798536654334,0.996421718597412,68.37018485924351,-4.997246205396186
CCOCC=C(Cl)C(N)c1nc(NCCO)c2ccccc2n1,CCOCC=C(Cl)C(N)c1nc(NCCO)c2ccccc2n1,0.42486904292954303,0.42486904292954303,Borderline,0.2822256097560976,0.15558416802586275,0.6397884497870054,0.7282423170069475,1.0,0.31992403099998057,0.5372969363801993,0.455865764063928,0.3863894402740644,-4.191,-8.345,-6.928,-4.993,-2.68,-1.24,-1.81,-1.43,0.6397884497870054,3.406940832058872,-0.5534923808085304,48.12411656492023,336.82300000000004,2.193,93.29,0.5085649013519287,0.6849314570426941,0.5251638054847717,0.2349539995193481,0.922390365600586,-1.9068362099504632,0.9999155521392822,78.01086866730881,-5.207635521632822
C=C(C(=O)NC/C=C(\C)CCC=C(C)C)C(F)(F)F,C=C(C(=O)NC/C=C(\C)CCC=C(C)C)C(F)(F)F,0.4235676583412757,0.4235676583412757,Borderline,0.26341463414634153,0.2424146152924129,0.5775790348722645,0.7016871706166671,1.0,0.3541293418872676,0.526984427774943,0.4835569090320292,0.32959995467086306,-3.912,-8.329,-6.683,-4.916,-0.78,-1.09,-0.58,-3.06,0.5775790348722645,3.111497295172869,0.9620319611215948,15.833355674029956,275.3139999999999,3.913800000000003,29.1,0.4687455534934998,0.5267461180686951,0.318846295401454,0.1534465312957763,0.7733667135238648,-3.7879128906327098,0.9995182752609252,100.9505025965897,-4.52670452044173
OCCNC1=COCCNCCCC=C2C=CC=CN=C(C2)C1=CC=C(Cl)CCl,OCCNC1=COCCNCCCC=C2C=CC=CN=C(C2)C1=CC=C(Cl)CCl,0.41818644621116696,0.41818644621116696,Borderline,0.3093902439024391,0.1885515573624176,0.5693529889691256,0.6592758247392253,1.0,0.3661986468883513,0.4616990766500677,0.4748354617796263,0.3700125995266226,-5.223,-7.255,-7.36,-5.51,-1.58,-1.35,-1.15,-1.84,0.5693529889691256,5.371693026448028,0.5158619616243517,-143.025925368525,438.3990000000001,3.9386000000000023,65.88,0.668021273612976,0.6161963045597076,0.1890812993049621,0.1975340753793716,0.6891686797142029,-2.700252188045416,0.9851654767990112,81.12667721230557,-5.520391630857205
CC12CCC=C1C(CO)NC=NCNC=CC=C2Cl,CC12CCC=C1C(CO)NC=NCNC=CC=C2Cl,0.41770606854412284,0.4177060685441229,Borderline,0.22018292682926835,0.17337279388758856,0.6435280491569034,0.790621572337341,1.0,0.3349410665300448,0.48944440703008546,0.4639251044074551,0.382513696208906,-3.933,-7.293,-6.252,-4.944,-1.92,-1.57,-1.11,-1.77,0.6435280491569034,5.507668623542895,1.6229862875990575,-112.70906490302568,281.78700000000003,1.8888,56.65,0.4878977477550507,0.2168331384658813,0.0673529490828514,0.2374632060527801,0.8968642830848694,-2.3884622801974955,0.9997468948364258,56.79732175073233,-5.121414929005022
C=C1N=C2N=C(NCCO)C1C#C[P-](Cl)C=CC=CN2,C=C1N=C2N=C(NCCO)C1C#C[P-](Cl)C=CC=CN2,0.4169309771375561,0.41693097713755606,Borderline,0.23091463414634147,0.26637796199084823,0.5370051302185895,0.7474355909660438,1.0,0.37861051571641213,0.4890650465430461,0.4499954081643177,0.3500529381264483,-4.213,-7.039,-6.43,-5.092,-0.55,-0.73,-0.98,-2.18,0.5370051302185895,7.095363555493991,0.7106528581318949,-75.14252530637391,308.709,1.6935,69.01,0.3398023210465908,0.2359113782644271,0.6240181982517242,0.0998921319842338,0.8264489650726319,-1.884383295151464,0.992726230621338,66.01010241882848,-5.244399163801279
COC(=O)CSc1ccc(O)cc1,COC(=O)CSc1ccc(O)cc1,0.41655366490118445,0.41655366490118445,Borderline,0.13277439024390247,0.2544998772277663,0.5923425278779291,0.9199276895552746,1.0,0.37418567842155037,0.46927420273976733,0.44068317013159136,0.3820716083118287,-3.499,-5.873,-5.04,-4.842,-0.99,-0.86,-0.73,-1.95,0.5923425278779291,1.844312826931905,-0.6089846570912154,67.61032852431926,198.243,1.6572999999999998,46.53,0.0801003955304622,0.0373922746628522,0.3592505663633346,0.0049450465710833,0.6513234376907349,-1.9464651276642213,0.999849259853363,64.32526438604945,-4.625699573270861
C=CN=C(Cl)c1cccc(Cl)c1,C=CN=C(Cl)c1cccc(Cl)c1,0.41569651030555443,0.4156965103055545,Borderline,0.0867378048780488,0.3530045284023824,0.6478042481305102,0.7835086458102651,1.0,0.4077751828480029,0.4538803870143636,0.43749823660914944,0.36363223475070194,-3.405,-5.398,-4.823,-4.024,-0.23,-0.6,-0.46,-1.22,0.6478042481305102,2.8709653376316133,-0.762515539307925,6.170558507214196,200.068,3.468900000000001,12.36,0.4083005636930465,0.0933414593338966,0.6951982021331787,0.026337819173932,0.9595292925834656,-4.131195198668992,0.9999961137771608,85.7995399939,-4.119447116480066
CC1N=CCCOc2ccccc2N1,CC1N=CCCOc2ccccc2N1,0.41339174672479506,0.413391746724795,Borderline,0.14189024390243907,0.22030440576887877,0.6806426641804598,0.8168368472041979,1.0,0.37359255016638665,0.4874180168384517,0.4475469081770469,0.34500951171729477,-4.106,-6.271,-4.992,-4.485,-1.34,-0.88,-0.61,-3.53,0.6806426641804598,3.878144513647179,0.1033020599064143,-26.20817297184279,190.24600000000004,2.2978,33.62,0.5500295996665955,0.5048468828201294,0.3253245115280151,0.033794798888266,0.9389391660690308,-2.4211169962398453,0.9999842405319214,62.03734659410516,-4.291210413896145
OCCN1C=NC2=NC=C=CC=C1C(Cl)C=CC=C2,OCCN1C=NC2=NC=C=CC=C1C(Cl)C=CC=C2,0.41300951133921526,0.4130095113392153,Borderline,0.20670731707317075,0.22364585812859428,0.6189949111203575,0.7396766907159033,1.0,0.4015251582324807,0.43884036250398606,0.4276246869886015,0.38404783763179295,-4.72,-6.418,-5.97,-4.872,-0.8,-1.59,-1.38,-1.3,0.6189949111203575,6.41088031917088,0.8457549540187316,-140.11021163624252,275.73900000000003,2.0072,48.19,0.6636588990688324,0.2049014627933502,0.4106777608394623,0.1537298515439033,0.8156145095825196,-1.7899774262771817,0.9949196577072144,59.916976381484815,-5.102806487923127
C#CC(N=C(N)NC1=CC=C(Br)C=C1)C(C)C,C#CC(N=C(N)Nc1ccc(Br)cc1)C(C)C,0.41293247827180374,0.4129324782718037,Borderline,0.1990548780487805,0.25331916740171273,0.5114654692045165,0.8509359017559937,1.0,0.37256270111245365,0.4521837986475124,0.46324740518076746,0.3637360081464813,-3.585,-6.427,-6.739,-4.763,-0.53,-1.15,-1.2,-1.58,0.5114654692045165,3.3058181477431923,-0.6030965241422644,50.32557217067,294.196,2.833500000000001,50.41,0.3093022108078003,0.3668372333049774,0.1468452513217926,0.0431089427322149,0.9286441564559936,-2.656494537554939,0.9996087908744812,72.80143745901105,-4.923482012406921
CC1(C(=O)OCC2=CC=C(F)C(F)=C2F)CC1(Cl)Cl,CC1(C(=O)OCc2ccc(F)c(F)c2F)CC1(Cl)Cl,0.4103762178648615,0.41037621786486145,Borderline,0.24664634146341466,0.2260235144086048,0.4827407709283515,0.8066397704322987,1.0,0.31944549249461973,0.5039614415100101,0.4751033259633046,0.3429946114915114,-4.227,-7.196,-6.547,-5.32,-1.86,-0.55,-0.57,-3.12,0.4827407709283515,3.0381909469399515,-0.6869271583792158,40.28841267650334,313.102,3.7310000000000016,26.3,0.1533376634120941,0.1828604519367218,0.3831375032663345,0.0033184752101078,0.844872522354126,-5.081211423272434,0.9999988317489624,83.80680753568903,-3.979509655676781
COc1ccc2c(CSCCCC(C)C)cc(=O)oc2c1,COc1ccc2c(CSCCCC(C)C)cc(=O)oc2c1,0.4087500464268399,0.40875004642683993,Borderline,0.24314024390243902,0.22164694024831494,0.5586435420894911,0.7100701172067287,1.0,0.3334823687731026,0.49020735883432076,0.45146681181289045,0.3598436462870459,-4.014,-8.258,-6.097,-4.806,-1.24,-1.93,-0.66,-1.42,0.5586435420894911,2.2446240637176977,-0.412874023680138,114.5136104896102,306.427,4.471000000000004,39.44,0.1120869874954223,0.6730247974395752,0.5981769263744354,0.0419790748506784,0.8145388484001159,-5.202391618332354,0.9999863386154176,96.15523524450502,-4.704233739149088
CC=CCC(=O)NCC(C)CC,CC=CCC(=O)NCC(C)CC,0.4085333157390531,0.4085333157390531,Borderline,0.09259146341463419,0.23540058134409333,0.6274245351799966,0.9452750078127236,1.0,0.40246106109506147,0.45231541707956874,0.4404390448324294,0.3389177399491528,-3.318,-5.639,-4.716,-4.082,-0.66,-1.23,-0.68,-3.22,0.6274245351799966,3.043980209250273,0.4199426846559834,19.76214237793074,169.26799999999997,2.1149,29.1,0.0423647988587617,0.0587448142468929,0.057049287110567,0.0099714494310319,0.8272854328155518,-1.8848605977258932,0.9998650550842284,67.01047854788447,-4.0495959753373
CC[N@H+](C)Cc1cc(OC)c(O)c(OC)c1,CC[N@H+](C)Cc1cc(OC)c(O)c(OC)c1,0.4076155933175558,0.40761559331755587,Borderline,0.12850609756097564,0.17841128804125056,0.7655904876083691,0.7661169309281862,1.0,0.38826072280680574,0.4767416787718754,0.4265359179753034,0.33892405371623885,-3.402,-6.441,-5.211,-3.963,-0.94,-1.49,-1.43,-2.83,0.7655904876083691,3.730012905838352,0.433562326906525,54.07834263859384,226.296,0.444,43.13000000000001,0.0111831249669194,0.1838294044137001,0.0056594731635414,0.000194332754836,0.1756842911243438,-0.6355372932002482,0.1404186032712459,24.511188799973745,-5.138617731067392
C=C/C=C/CC(=O)NCC(C)N,C=C/C=C/CC(=O)NCC(C)N,0.40581711181303326,0.4058171118130333,Borderline,0.13390243902439025,0.22935675140862402,0.5899713416167512,0.8907853465266032,1.0,0.3780529852753331,0.4471255497161316,0.4332397628703833,0.36485014939028526,-3.266,-6.427,-4.7,-4.665,-0.82,-1.87,-0.52,-2.14,0.5899713416167512,3.4786888630964263,1.0787112482755918,-26.591649352082715,168.24,0.5821,55.120000000000005,0.4831877410411834,0.0162903511431068,0.0217203999869525,0.0242257406003773,0.8373213648796082,-0.3788752174279385,0.984573531150818,21.790906873735484,-4.770399089230166
C=C(CO)C(=O)Nc1cc(S(=O)(=O)NC)ccc1O,C=C(CO)C(=O)Nc1cc(S(=O)(=O)NC)ccc1O,0.4056639318628012,0.4056639318628012,Borderline,0.2545121951219513,0.23515751928949266,0.4412629802288031,0.7969512513465632,1.0,0.3197278829303291,0.5221337162159713,0.46033940777379695,0.3204547205311074,-4.217,-8.288,-6.443,-4.6,-1.54,-0.89,-0.58,-2.05,0.4412629802288031,2.5568187896783634,-0.8790061144922,58.54122642451826,286.309,-0.2127000000000002,115.73,0.1394614823162555,0.0538511760532856,0.6329128801822662,0.035397374164313,0.6207822501659394,-2.0027775776319707,0.9898861527442931,62.2969244427102,-5.6883566744639165
CC(C)CN=C(N)NC1=CC=CC(O)=C1,CC(C)CN=C(N)Nc1cccc(O)c1,0.4018368665297934,0.4018368665297934,Borderline,0.19439024390243909,0.1849189837013166,0.5223082489037294,0.887392569719098,1.0,0.35142130628174156,0.4629829393876744,0.46084099867260675,0.33210222177715093,-3.754,-7.341,-5.903,-4.532,-1.07,-2.23,-0.69,-2.88,0.5223082489037294,2.30604343775326,-0.2099970153613933,39.79098449664503,207.277,1.7747999999999995,70.64,0.3319403603672981,0.3409543842077255,0.0363613847643137,0.0065950683085247,0.7969430446624756,-1.6437740688692195,0.9995915055274964,46.9809851964429,-5.107135565484296
C1=CCC=CCCNCC2=NNC2C=C1,C1=CCC=CCCNCC2=NNC2C=C1,0.39865581191518457,0.39865581191518457,Borderline,0.1590243902439025,0.2053306370283809,0.5832861483296601,0.8333825760452764,1.0,0.36392724041647245,0.4425294350712881,0.44787434280247,0.3402922293705077,-3.739,-6.46,-5.873,-4.283,-0.9,-1.74,-0.99,-2.07,0.5832861483296601,4.845046952950326,1.1003254839843932,-100.22707200268768,203.28900000000004,1.3661999999999996,36.42,0.6073785185813904,0.0856470257043838,0.1088655643165111,0.0305821323767304,0.9080562353134156,-1.297013561591648,0.999364173412323,41.8279848161596,-4.991192732527749
Oc1cccc(F)c1F,Oc1cccc(F)c1F,0.3966970554593633,0.39669705545936323,Borderline,0.0804878048780488,0.28021056148778545,0.5659190507619332,0.9019324881847548,1.0,0.4006089387719048,0.4118451607929072,0.40923183663900714,0.36510228563363406,-3.45,-5.405,-4.156,-4.479,-0.37,-1.52,-0.48,-1.73,0.5659190507619332,1.8794337764563256,-1.019446839980011,19.967227328104425,130.093,1.6704,20.23,0.0312824513763189,0.1040289588272571,0.5221826910972596,0.0007036774492007,0.9389515161514282,-0.5021736926397699,0.9999981880187988,79.62196919895412,-4.569256285111609
