seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
2,0.6882,40,N=C(Nc1cnccn1)c1ncccc1-c1ccccc1,0.5690,48.6777,3.0000,0.1803,1.0000
2,0.6882,40,OCc1cccc(-c2cccnc2)c1,0.7779,62.3135,3.0000,0.1481,1.0000
2,0.6882,40,CC(C)(CCCc1cccc(-c2cccnc2)c1)CCC(N)=O,0.7871,89.7976,3.0000,0.1467,1.0000
2,0.6882,40,CC(C)(C)C1CCC(c2ccccc2)N1C1CCCO1,0.7928,4.3812,3.0000,0.1714,0.0443
2,0.6882,40,CCCCC(C)C1CCN(c2cnsc2)CC1c1ccccc1,0.6879,-0.8746,3.0000,0.1750,1.0000
2,0.6882,40,COCC(OC)c1ccccc1,0.0620,125.0518,3.0000,0.1604,1.0000
2,0.6882,40,CC(=O)NC(O)C(CCC(CC(C)Nc1ccc2ccccc2n1)c1ccccn1)CCC(OC(COCc1cnoc1)c1ccccc1)c1cnccn1,0.0620,125.0518,3.0000,0.1604,1.0000
2,0.6882,40,CC(C)(C)CCCC(CCCc1ccccn1)COC(c1ccccc1)c1cnccn1,0.3151,95.8309,3.0000,0.1646,1.0000
2,0.6882,40,CCC(N)(CC(C)NCC(C)C)C(OCc1cccs1)(c1ccccc1)c1ccsn1,0.3609,53.3924,3.0000,0.1558,0.1728
2,0.6882,40,CCC(OC)(c1ccccc1)c1ccsn1,0.0669,102.8240,3.0000,0.1635,0.0000
2,0.6882,40,CCCC(CC(CC(C)C)C(OCNc1ccc2ccccc2n1)(c1ccccc1)c1ccsn1)(c1ccccc1)C(CC(N)=O)c1cccs1,0.0864,113.9436,3.0000,0.1515,0.0000
2,0.6882,40,CC(COC(C)C(OC(c1ccccc1)c1ccsn1)c1ccccn1)Nc1ccccc1,0.2856,66.2613,3.0000,0.1806,1.0000
2,0.6882,40,CCCCC(OCc1ccccc1)c1cnoc1,0.0804,135.7791,3.0000,0.1057,0.0000
2,0.6882,40,CCCCN(c1ccc2ccccc2n1)C(OC)C(CNc1ccncn1)(CC(OCc1ccccc1)(c1cnoc1)c1cccs1)C(C)c1ccoc1,0.0804,135.7791,3.0000,0.1057,0.0000
2,0.6882,40,CC(O)(c1cnccn1)N(C(N)=O)C(NC(N)=O)(OC(Nc1ccc2ccccc2n1)c1ccccc1)c1cnoc1,0.1553,79.6926,3.0000,0.1684,0.0000
2,0.6882,40,CCC(CNC(N)=O)C(C)CCC(OCc1ccccc1)c1cnoc1,0.6333,46.7122,3.0000,0.1757,1.0000
2,0.6882,40,CC(Cc1cnccn1)N(c1ccc2ccccc2n1)C(OCc1cnoc1)(c1ccccc1)c1ccncn1,0.2170,98.6864,3.0000,0.1250,0.0000
2,0.6882,40,CCCCCCC1CCN(C(Nc2ccc3ccccc3n2)(OC(CC(C)(C)CCCCC)c2cnoc2)c2ccccc2)C1,0.0893,96.1131,3.0000,0.1321,0.0000
2,0.6882,40,CC(C)C(O)C(CC(C)(C)C)(OC(Nc1ccc2ccccc2n1)(c1ccccc1)N1CCCC1)c1cnoc1,0.2108,79.3053,3.0000,0.1750,1.0000
2,0.6882,40,CN(N)C1(c2cnccn2)CCCN1C(OC(OC(=O)CCC(CCCCCCCO)(CNc1ccc2ccccc2n1)Cc1ccncc1)c1cnoc1)(c1ccccc1)N(c1ccsc1)c1ccc2ccccc2n1,0.0152,128.7795,3.0000,0.1007,0.2048
2,0.6882,40,CCCCC(CC(CCC(=O)OC(OC(c1ccccc1)(N(c1ccsc1)c1ccc2ccccc2n1)N1CCCC1(c1cnccn1)N(Cc1ccon1)NC(CC)CCCOC(C)=O)c1cnoc1)(CCC(C)(C)C)Cc1ccncc1)NC(C)c1cnccn1,0.0163,148.0751,3.0000,0.0970,0.0000
2,0.6882,40,CCCCC(CC(CCC(=O)OC(OC(c1ccccc1)(N(c1ccsc1)c1ccc2ccccc2n1)N1CCCC1(c1cnccn1)N(Cc1ccon1)N(CC(C)(C)C)C(CC)CCCNC(C)=O)c1cnoc1)(CCC(C)(C)C)Cc1ccncc1)NCC,0.0165,139.9681,3.0000,0.0936,0.0000
2,0.6882,40,CCCC(CC)NN(Cc1ccon1)C1(c2cnccn2)CCCN1C(OC(OC(=O)C(CC(CCCCC(C)Nc1ccc2ccccc2n1)(Cc1ccncc1)CC(NC=N)C(C)(C)C)N1CCCC1)c1cnoc1)(c1ccccc1)N(c1ccsc1)c1ccc2ccccc2n1,0.0072,137.4459,3.0000,0.1034,0.0000
2,0.6882,40,CCCC(CC)NN(Cc1ccon1)C1(c2cnccn2)CCCN1C(OC(OC(=O)CCC(CCCCC(C)N(CC(C)(C)CNc1ccc2ccccc2n1)c1ccc2ccccc2n1)(Cc1ccncc1)CC(N(C=N)C1CCOC1)C(C)(C)CN1CCCC1)c1cnoc1)(c1ccccc1)N(c1ccsc1)c1ccc2ccccc2n1,0.0080,151.3883,3.0000,0.0780,0.0000
2,0.6882,40,CCC(CCCc1cnccn1)NN(Cc1ccon1)C1(c2cnccn2)CCCN1C(OC(OC(=O)CCC(CCCCC(CNC(N)=O)N(CC(C)(C)CNc1ccc2ccccc2n1)c1ccc2ccccc2n1)(Cc1ccncc1)CC(NC=N)C(C)(C)CN1CCCC1)c1cnoc1)(c1ccccc1)N(c1ccsc1)c1ccc2ccccc2n1,0.0052,156.4234,3.0000,0.0804,0.0000
