seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
1,0.6622,32,c1ccc(C2NCCNC2c2ncccn2)cc1,0.8340,3.6427,3.0000,0.1429,1.0000
1,0.6622,32,OCCC1CC(c2ccccc2)CNC1c1ccccn1,0.9061,-11.8436,3.0000,0.1538,1.0000
1,0.6622,32,COC(c1ccccc1)C1CNC(c2ccccc2)C(c2cccnc2)O1,0.7390,5.7749,3.0000,0.1688,1.0000
1,0.6622,32,CCc1ccc(-c2cccnc2)cc1,0.6957,67.9509,3.0000,0.1600,1.0000
1,0.6622,32,CCOCCN(C)CCCCCN(c1ccccc1)c1ccc2ccccc2n1,0.3806,98.1772,3.0000,0.1385,1.0000
1,0.6622,32,CCOC(OC)N(c1ccccc1)c1ccc2ccccc2n1,0.6345,64.9701,3.0000,0.1639,1.0000
1,0.6622,32,COCN(C)C(NC(=O)NC(C)(C)C)N(c1ccccc1)c1ccc2ccccc2n1,0.5572,83.5903,3.0000,0.1795,1.0000
1,0.6622,32,CC(C)(CCOCc1ccccc1)CC(c1ccccc1)N(CC(=O)O)C(Nc1ccc2ccccc2n1)N(c1ccccc1)c1ccc2ccccc2n1,0.0707,134.1070,3.0000,0.1628,1.0000
1,0.6622,32,c1ccc(C(NCN(c2ccccc2)c2ccc3ccccc3n2)N2CCCC(Cc3cccnc3)C2)cc1,0.1115,98.2954,3.0000,0.1031,1.0000
1,0.6622,32,CCC(C)C1CC(C(NCc2ccccc2)N(c2ccccc2)c2ccc3ccccc3n2)C(CO)S1,0.2242,55.8719,3.0000,0.1974,1.0000
1,0.6622,32,CC(C)CCCC(CC(C)(CC(C)(C)C)C1COC(C(NCN(c2ccccc2)c2ccc3ccccc3n2)c2ccccc2)C1)c1cccs1,0.1039,112.2321,3.0000,0.1443,0.0000
1,0.6622,32,CCCCC(C)N(c1cnccn1)N(CC(NC(c1ccccc1)C1CCCO1)N(c1ccccc1)c1ccc2ccccc2n1)NC(C)=O,0.0824,107.7195,3.0000,0.1373,1.0000
1,0.6622,32,CCCCCCN(CC(C)CC1CC(C(Nc2ccc3ccccc3n2)(NC(CCCC)(Nc2ccc3ccccc3n2)Nc2ccc3ccccc3n2)C(NC)C(OC(=O)CC(CCC)(CCNc2ccc3ccccc3n2)C(C)OC)C(CCCCOC)(NC(=O)NOC)C2CCC3CCCCN32)(C(C(NNCC(c2ccncn2)C(C)C2CCCC3CCCN32)C23CC(N(C4CC4)C(CCCC(C)(NC(N)=O)c4ccon4)c4cnccn4)CN2CC(CC)CC3(CC(CCCC)C(CCCC)CCCCC)C(=N)N)(N(c2ccccc2)c2ccc3ccccc3n2)N(NC(=O)Cc2ccoc2)C(c2ccccc2)C2(NC(N)=O)OCCC2c2ccsc2)SC1NC(N)=O)c1ccc2ccccc2n1,0.0042,137.0758,3.0000,0.0592,0.0000
