features,split,seed,fold,n_train,n_val,n_test,best_val_log_loss,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
gin-tne,collision_group,0,0,2203,408,678,0.023010185819957858,0.023565963671307612,0.015238110485627928,0.5359615101656902,0.003331920516885824,0.002962142875730021,135
gin-tne,collision_group,0,1,2228,413,648,0.022832373749392416,0.022941652571814117,0.014752081536575251,0.495108923523334,0.0033162453848635956,0.002383557973922348,150
gin-tne,collision_group,0,2,2219,413,657,0.02380184480497722,0.02521423111981667,0.015947316440250544,0.5171071657402115,0.003551810435933299,0.0030169233196795184,139
gin-tne,collision_group,0,3,2178,449,662,0.023909210194087614,0.02310488073243443,0.012335880571232768,0.5090935183711393,0.0032664280091639123,0.0024886181123667636,150
gin-tne,collision_group,0,4,2197,448,644,0.024575136458383676,0.025192078024949154,0.014626998233215054,0.5044663086806935,0.0035265533244292226,0.0028820319917673125,156
gin-tne,collision_group,1,0,2184,447,658,0.023635684539116377,0.023594597738814876,0.015003050880274267,0.5099862266154622,0.003332105961402421,0.0033914923208759945,146
gin-tne,collision_group,1,1,2183,446,660,0.024481289504656514,0.02774885399108843,0.02127124297672281,0.5071126641474155,0.0035636599344824505,0.0030096985798631335,140
gin-tne,collision_group,1,2,2232,412,645,0.026086350992204424,0.023605088866089734,0.021070523875861405,0.5186216828990432,0.0033217661817898877,0.0033011409127590625,153
gin-tne,collision_group,1,3,2222,428,639,0.02499575763025312,0.02378713254177111,0.012480439656141495,0.483072268141411,0.0033295363306969044,0.0033178489330001936,142
gin-tne,collision_group,1,4,2198,404,687,0.024679894359031854,0.02603275700668958,0.01658443594195778,0.4804449053530763,0.0035334154777355983,0.0032105690012678325,148
gin-tne,collision_group,2,0,2143,476,670,0.022546425150951496,0.024811273470670164,0.01636921204450782,0.485332530983388,0.0035480469919490945,0.0030181099324927234,145
gin-tne,collision_group,2,1,2206,431,652,0.023705368446755828,0.023096212677576226,0.012905117592336516,0.5196816457594816,0.003287080534232921,0.0025017496414278845,143
gin-tne,collision_group,2,2,2107,460,722,0.02202820820955433,0.023415800923757363,0.011862311874580695,0.49766300105350475,0.0033756494902404794,0.002940239273129656,149
gin-tne,collision_group,2,3,2201,433,655,0.024578831294207897,0.02549793673294949,0.013330816849049514,0.4918907834039952,0.0035694920499859946,0.004768628077682989,156
gin-tne,collision_group,2,4,2232,467,590,0.020742238335903662,0.02265384782826781,0.01300495651430261,0.5120473056583009,0.00320021242798239,0.0023171018270431777,143
gin-tne,collision_group,3,0,2197,412,680,0.0244130333676455,0.024838890223673464,0.014208011815378709,0.5064795007613127,0.0035112975632975436,0.002658140598870771,142
gin-tne,collision_group,3,1,2228,442,619,0.024899293979950863,0.024699110451868726,0.010899350534729227,0.5057430856025841,0.0033779595621250265,0.0030240621318640666,142
gin-tne,collision_group,3,2,2182,426,681,0.02701551206997659,0.025960702476209227,0.014271689405798269,0.5153668191219996,0.00350303399600925,0.005351494057162811,148
gin-tne,collision_group,3,3,2197,450,642,0.02328921271232635,0.02384085200774456,0.015131932068197509,0.5203259754028666,0.0033838385542172915,0.0025880795526360928,148
gin-tne,collision_group,3,4,2199,423,667,0.0240813657936405,0.0241966055258566,0.01264010548745893,0.4851217745470182,0.003362622079647144,0.003014756829887623,145
gin-tne,collision_group,4,0,2173,459,657,0.023576385268683827,0.02445189761070227,0.01599569230706552,0.5030574251203133,0.0034600544357143237,0.0029550624483333206,149
gin-tne,collision_group,4,1,2152,480,657,0.02287836508736132,0.0237406144174069,0.015494272102506822,0.4939573018949086,0.0033863232974158343,0.002888966417124579,136
gin-tne,collision_group,4,2,2247,423,619,0.023847880721820102,0.02352797545750345,0.013172264707198997,0.5331553518618292,0.0033416650132772545,0.002660181990678332,151
gin-tne,collision_group,4,3,2184,421,684,0.024183283358229127,0.025187716085251277,0.014118344573123791,0.5186873151829196,0.003542496082582589,0.0032063428542284007,148
gin-tne,collision_group,4,4,2205,412,672,0.023759576400744196,0.023676809172136982,0.012400574120109243,0.500788123724894,0.003258979296966568,0.0026436438430263217,150
