features,split,seed,fold,n_train,n_val,n_test,best_val_log_loss,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
gin,collision_group,0,0,2203,408,678,0.024305202417274557,0.024729165632856414,0.01223499817231265,0.5052597072123739,0.00346028220848134,0.005608648774403996,135
gin,collision_group,0,1,2228,413,648,0.02430585765356686,0.024435640911761564,0.014733449718151416,0.47683342862768824,0.0033933485683872596,0.005182079031473274,150
gin,collision_group,0,2,2219,413,657,0.025651368156563745,0.025769565229584436,0.017047003128935503,0.5280887130995384,0.0036343873530534183,0.006496395369719244,139
gin,collision_group,0,3,2178,449,662,0.024961678603962426,0.02313992158211406,0.009766526989287119,0.4769420183135967,0.003266996701949237,0.003949565635858721,150
gin,collision_group,0,4,2197,448,644,0.023924212373829294,0.0252673391013144,0.016367863044081037,0.5155339967301606,0.003571512700360578,0.00489229072193364,156
gin,collision_group,1,0,2184,447,658,0.02506319673740965,0.02612831413257614,0.0136822693706582,0.5093064996449481,0.003755576984314881,0.006640789142550395,146
gin,collision_group,1,1,2183,446,660,0.022759468018900133,0.025140455370154052,0.013000412459781575,0.5109095664659199,0.003619560067341561,0.004527145169706038,140
gin,collision_group,1,2,2232,412,645,0.025273981922333245,0.02383431719245335,0.011288640950666774,0.48223386419499936,0.003345054984643001,0.004161110553797104,153
gin,collision_group,1,3,2222,428,639,0.02499513719592569,0.023486039916604973,0.014501152024037463,0.49896065081712715,0.0033443905353989483,0.0040957085819652754,142
gin,collision_group,1,4,2198,404,687,0.02219617416634613,0.02376582738107016,0.012750574450979144,0.5260290097619447,0.003510963073857109,0.0031453296612565366,148
gin,collision_group,2,0,2143,476,670,0.02303830952410704,0.024812215713114993,0.01630754057531977,0.5532565501721948,0.0035875101296466523,0.004429134721514159,145
gin,collision_group,2,1,2206,431,652,0.024382743886129443,0.0232522203078385,0.012348735109363875,0.49654504072306643,0.0033179906950395375,0.003983376509751229,143
gin,collision_group,2,2,2107,460,722,0.022423947801885818,0.02394514489982241,0.011441221063094377,0.4968779639693842,0.0033968313204311624,0.004768929201657602,149
gin,collision_group,2,3,2201,433,655,0.024679299606715593,0.0251925565026592,0.016476029338926168,0.4979198942787031,0.0035703204331776293,0.0047440910381576626,156
gin,collision_group,2,4,2232,467,590,0.020834651712364365,0.022556579806299392,0.013773406454893044,0.5151880575202505,0.003229630653717746,0.003896530595123315,143
gin,collision_group,3,0,2197,412,680,0.025726672723093657,0.024383702950588275,0.012567405485193217,0.5365388288541222,0.0035474249117982853,0.004211404672047302,142
gin,collision_group,3,1,2228,442,619,0.024081678407773085,0.0253991409277236,0.013982696578207344,0.4925035267670941,0.003507629459120844,0.00589590686466856,142
gin,collision_group,3,2,2182,426,681,0.023442264058563894,0.024114624235453536,0.012501716800488153,0.5083761885930836,0.0033989880514515955,0.004333041999768759,148
gin,collision_group,3,3,2197,450,642,0.022873898114764937,0.023202224538516867,0.012515776049257292,0.512867669406315,0.003393616591301465,0.003540914639578569,148
gin,collision_group,3,4,2199,423,667,0.02316850414657875,0.023228125842242927,0.017702846128818665,0.5182708403431422,0.003379500801952638,0.003991046125932166,145
gin,collision_group,4,0,2173,459,657,0.02329469268838649,0.02320428542539622,0.012703770049983883,0.537132429951446,0.003448170884183534,0.0033731176832789947,149
gin,collision_group,4,1,2152,480,657,0.02358792067586797,0.02366459196392736,0.013558165913520518,0.4857676453625171,0.003426394047848095,0.004181836356407697,136
gin,collision_group,4,2,2247,423,619,0.025034296633766114,0.024573206797567675,0.014828967516294379,0.5087227823999048,0.003674064820109035,0.004966999321197154,151
gin,collision_group,4,3,2184,421,684,0.024489794277983888,0.02463369468991075,0.011997590844209219,0.49536438619162126,0.003618199967975458,0.0041345628948307395,148
gin,collision_group,4,4,2205,412,672,0.022819685792658948,0.022908318426134517,0.01678966897248197,0.5108772037405593,0.003287954800513935,0.0030426928331771168,150
