features,split,seed,fold,n_train,n_test,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
phenotype,collision_group,0,0,2611,678,0.02421263311956256,0.12466242677018208,0.6503202122103235,0.003843510312044105,0.00401090878580835,135
phenotype,collision_group,0,1,2641,648,0.023452808857785026,0.13405767893015433,0.6001771671755285,0.0035713481609175217,0.0035062045447356357,150
phenotype,collision_group,0,2,2632,657,0.023696742380075634,0.1374586322603907,0.6319175742823271,0.003740237709068011,0.0039060217840571156,139
phenotype,collision_group,0,3,2627,662,0.024378050571747755,0.13415556202429313,0.6445111468884954,0.0038503474323055165,0.004091023872369462,150
phenotype,collision_group,0,4,2645,644,0.02588695216925707,0.11266773683866696,0.6404450745530413,0.003950218351186755,0.0038070844286997277,156
phenotype,collision_group,1,0,2631,658,0.02394213277284852,0.13773842971577846,0.6352070831557323,0.0037476944444081524,0.003920547263036239,146
phenotype,collision_group,1,1,2629,660,0.02564598965596715,0.13154820094600278,0.6296256075251668,0.004171620376593648,0.004380588235012648,140
phenotype,collision_group,1,2,2644,645,0.02380402504009585,0.11797873273398017,0.6448689834900255,0.003718602740242292,0.0035807170594215126,153
phenotype,collision_group,1,3,2650,639,0.024482999646344622,0.12528764833169082,0.6320106779633854,0.0038012848200547305,0.003874320898145413,142
phenotype,collision_group,1,4,2602,687,0.024588635448513776,0.1468528532299505,0.6379061798024288,0.003965592109986785,0.003961500115716497,148
phenotype,collision_group,2,0,2619,670,0.025204750046676046,0.12966472736518606,0.6208808122395747,0.003936993002771591,0.0040663898232277205,145
phenotype,collision_group,2,1,2637,652,0.02338272358942572,0.12939281759411642,0.6392673889875794,0.003624037710211281,0.0036547860840421987,143
phenotype,collision_group,2,2,2567,722,0.02344069071658929,0.1467954552853641,0.6584486265407924,0.003662515990494671,0.0037613275923677864,149
phenotype,collision_group,2,3,2634,655,0.02451787585868666,0.13599892502320787,0.6122650228321889,0.003855514048271075,0.003648894618754245,156
phenotype,collision_group,2,4,2699,590,0.02452595321679464,0.1121881601020858,0.6112565401965852,0.003756584212764425,0.0038956404599960644,143
phenotype,collision_group,3,0,2609,680,0.02450830416891315,0.1730713905938773,0.6568960029294776,0.003927261169972284,0.004182455884984387,142
phenotype,collision_group,3,1,2670,619,0.02423290707202532,0.13154574225313465,0.6359750014823475,0.003864849400629511,0.004021857267863358,142
phenotype,collision_group,3,2,2608,681,0.02391072791487968,0.13007362309513057,0.6460180775285707,0.0037625346145645105,0.003684043048918045,148
phenotype,collision_group,3,3,2647,642,0.023811851116021077,0.12922437538805442,0.6481773875139838,0.003732845427091655,0.0036982299713306625,148
phenotype,collision_group,3,4,2622,667,0.023766195715432564,0.12346646612692427,0.629479966093166,0.0036973753864989415,0.0037846883132274804,145
phenotype,collision_group,4,0,2632,657,0.02623098946066364,0.14953788914307423,0.6576873816264233,0.004071781064086445,0.004244299039548459,149
phenotype,collision_group,4,1,2632,657,0.022604178401311653,0.13930309081398526,0.6559366124387405,0.003642262821013405,0.003708377044936122,136
phenotype,collision_group,4,2,2670,619,0.025005956958947664,0.11534740435520342,0.633754060474942,0.003992507763252466,0.004110363445222128,151
phenotype,collision_group,4,3,2605,684,0.02419889453051079,0.10112302985136057,0.6351174297176051,0.003751540142040956,0.003626617552525921,148
phenotype,collision_group,4,4,2617,672,0.02360598251536272,0.13500712086126626,0.6166923598956127,0.0036322776918255176,0.0037048790680208683,150
