features,split,seed,fold,n_train,n_test,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
structure,collision_group,0,0,2611,678,0.024554190542925073,0.021846670003028264,0.5346065509546232,0.0037915840006144384,0.0036102291882749407,135
structure,collision_group,0,1,2641,648,0.025146187563444722,0.017235526786662028,0.5223703438140842,0.003767359376950907,0.0034737669655374023,150
structure,collision_group,0,2,2632,657,0.026274224969431166,0.03153291223470402,0.5579631454109595,0.004174478754348221,0.004043591413927016,139
structure,collision_group,0,3,2627,662,0.025254270285189125,0.02219275085840181,0.5629880133064169,0.0038883239027022887,0.0035479405503735448,150
structure,collision_group,0,4,2645,644,0.02764036448914784,0.023366300066998535,0.5368397084071527,0.004175524403471251,0.0037120140057881248,156
structure,collision_group,1,0,2631,658,0.026328648347697638,0.021420427585480788,0.5311088772999183,0.004209869837162313,0.003970673295434677,146
structure,collision_group,1,1,2629,660,0.026256931844271063,0.015444150267281827,0.5328163809988826,0.004029497231920593,0.0036926127343567157,140
structure,collision_group,1,2,2644,645,0.026442050188093685,0.013969085038494233,0.5315093213325935,0.004031794399602612,0.0037094449484264985,153
structure,collision_group,1,3,2650,639,0.02509052368280712,0.0345330925533122,0.5273183817839345,0.003923045078692032,0.0037207788047082862,142
structure,collision_group,1,4,2602,687,0.026466468184751728,0.022255893641109265,0.5333813617346024,0.004083433669744303,0.0037457495106250826,148
structure,collision_group,2,0,2619,670,0.027860702893713323,0.022391382140525776,0.5373928885633078,0.004378898501586327,0.004166560858599902,145
structure,collision_group,2,1,2637,652,0.025287638457009043,0.03327190867636558,0.5395440740329183,0.003916105238715242,0.0037112900010408075,143
structure,collision_group,2,2,2567,722,0.025985850088905665,0.018124419238072034,0.5133726739343664,0.004011010177436414,0.0037566734598022703,149
structure,collision_group,2,3,2634,655,0.02587028219143566,0.021090706591586655,0.5428746259089278,0.003972232316205216,0.0033133314394701526,156
structure,collision_group,2,4,2699,590,0.025707800761743952,0.018016772830012847,0.5155794031668928,0.003946608804486906,0.0038059178601667883,143
structure,collision_group,3,0,2609,680,0.026155915305625808,0.022452505373683207,0.5389482153796494,0.004030730940886494,0.003697674221699962,142
structure,collision_group,3,1,2670,619,0.025508682938091217,0.02604334259642196,0.5412449331744186,0.003944307261908403,0.0036482296982261126,142
structure,collision_group,3,2,2608,681,0.02560139609072361,0.014453868718958686,0.5110406887211159,0.003922915231224996,0.0035410367453865338,148
structure,collision_group,3,3,2647,642,0.02598787173538041,0.020602942662408263,0.5447530341547175,0.004075372045950507,0.003775833570019985,148
structure,collision_group,3,4,2622,667,0.025852477584337917,0.025247909314766188,0.5640585754398415,0.0039759067667317445,0.0037696445909408335,145
structure,collision_group,4,0,2632,657,0.026323333986171947,0.021032790695569594,0.5440993382690011,0.003973474747433108,0.00375016962361585,149
structure,collision_group,4,1,2632,657,0.025939282850190495,0.02311718868906108,0.5584508391970278,0.004075945765681205,0.003977445876121161,136
structure,collision_group,4,2,2670,619,0.025721289042734585,0.027003345972973984,0.5380306841811182,0.004011585637448846,0.0037186063956874404,151
structure,collision_group,4,3,2605,684,0.02674827773909263,0.020306283112916174,0.5065856487581325,0.004154759958366414,0.0038533434072652068,148
structure,collision_group,4,4,2617,672,0.025461007828261637,0.018738332683864174,0.503351556166586,0.003893544201036785,0.0035271838219872002,150
