features,split,seed,fold,n_train,n_test,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
both,scaffold,0,0,2458,831,0.03084880277776164,0.0806297044726538,0.5876857067169666,0.003296609193385349,0.0021679870063361878,155
both,scaffold,0,1,2714,575,0.030984773476087336,0.07801956253504641,0.5792808806304477,0.00336667209062091,0.0030745678547910507,141
both,scaffold,0,2,2719,570,0.032564412116516436,0.07201297550785431,0.5696311753360828,0.0036003011777345126,0.0033905606631465398,142
both,scaffold,0,3,2634,655,0.030084114683261536,0.09630710724246588,0.5905390452327248,0.00333900192215503,0.002733543580622051,147
both,scaffold,0,4,2631,658,0.026689105335538296,0.08592357663773754,0.6128207324401278,0.0032135265973898693,0.0032204156230019377,141
both,scaffold,1,0,2646,643,0.031696446978338816,0.10217340061466339,0.5883910727976167,0.0035701295402709027,0.0038663116142475355,143
both,scaffold,1,1,2682,607,0.028534906358389595,0.08284188078086999,0.5991237516075797,0.003279543414929684,0.0033052086216364637,137
both,scaffold,1,2,2504,785,0.03112481645772682,0.06804961436622517,0.5898337825586061,0.0032697002025637964,0.0022816066598643665,157
both,scaffold,1,3,2690,599,0.03002413929174926,0.061848197093002565,0.5910902401373033,0.003448084090894703,0.0025488732712557606,147
both,scaffold,1,4,2634,655,0.029686752431316406,0.07452653843984292,0.5731367144703244,0.0033059589555138294,0.002659577959188715,145
both,scaffold,2,0,2417,872,0.030309123274741424,0.08132509404209852,0.6076093119751302,0.003355252080803644,0.002177333969263086,164
both,scaffold,2,1,2733,556,0.030562339731793134,0.09182584565503295,0.5891830463036507,0.003306974115664995,0.0029688377275849226,136
both,scaffold,2,2,2739,550,0.029976823022920096,0.08973662725260896,0.5833272613881421,0.0034246734476866022,0.0033673397190350104,138
both,scaffold,2,3,2603,686,0.03039231127698891,0.09998164274775072,0.5852135766865872,0.003406980309069021,0.003262201717899365,151
both,scaffold,2,4,2664,625,0.029206934063244958,0.0855128232227213,0.5702225450267119,0.0032695930915269482,0.00315798081605178,143
both,scaffold,3,0,2653,636,0.03111942618810904,0.0878725748320906,0.60058367377863,0.0034247782757721875,0.003003823333536871,153
both,scaffold,3,1,2673,616,0.032387637215027486,0.0865327611526924,0.5708131138744555,0.0034688739452489767,0.003051997505306183,144
both,scaffold,3,2,2694,595,0.029940480683035228,0.08470708860817215,0.5941003305432777,0.003471600446190922,0.00324736746892932,140
both,scaffold,3,3,2396,893,0.0303032103794866,0.08345798378465177,0.5930196288679294,0.0031902273871756565,0.002280428117287642,160
both,scaffold,3,4,2740,549,0.028343861734847597,0.07566931037376233,0.6051576813999996,0.0033158034138816997,0.0034033938900383752,128
both,scaffold,4,0,2752,537,0.029880412901969303,0.09301677856674677,0.5886873353307115,0.0033413920277118245,0.0033686753111195483,134
both,scaffold,4,1,2569,720,0.028431584291626052,0.08109111146376459,0.5964683979676484,0.0033317611977166086,0.0033872472278407046,152
both,scaffold,4,2,2437,852,0.029304915952462294,0.07862881645815198,0.5897180201771505,0.0032160908905308986,0.002596077035758239,160
both,scaffold,4,3,2684,605,0.029941743574825572,0.08496034005920221,0.5747288255950257,0.003363349635638684,0.0027064375326967824,143
both,scaffold,4,4,2714,575,0.032239233240596306,0.05130024211759943,0.5615024237617908,0.0035569957972014124,0.002569038253271423,138
