features,split,seed,fold,n_train,n_val,n_test,best_val_log_loss,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
gin-tfp,collision_group,0,0,2203,408,678,0.02314819605880896,0.023297452858368893,0.013320713668211675,0.5226508855008275,0.003345707336985002,0.003840916691520047,135
gin-tfp,collision_group,0,1,2228,413,648,0.02251183900878159,0.022690017212598213,0.013801403011060764,0.490267784281813,0.0033231162461667286,0.0027798514570642353,150
gin-tfp,collision_group,0,2,2219,413,657,0.023519451901750657,0.02468994737137109,0.012886059715544242,0.5129583231193312,0.003573122645232536,0.003916890100680358,139
gin-tfp,collision_group,0,3,2178,449,662,0.023347531720539282,0.02199336463015852,0.01439407725872418,0.5114927311927361,0.0032309853415771286,0.0023191673646259397,150
gin-tfp,collision_group,0,4,2197,448,644,0.022958629187060865,0.023883043058799777,0.009979920711370615,0.4978110681966849,0.003511469512116412,0.0026246056679540713,156
gin-tfp,collision_group,1,0,2184,447,658,0.023248176336247765,0.022871106128927177,0.01961760477222612,0.4866373903872159,0.0033320792217328013,0.0026396884022266117,146
gin-tfp,collision_group,1,1,2183,446,660,0.02375013952808075,0.02522664323440093,0.015749228166832836,0.5159160454344351,0.003630622980019272,0.0036814908472855095,140
gin-tfp,collision_group,1,2,2232,412,645,0.024474013540260856,0.022541063118870688,0.01205043613572832,0.5017985534138297,0.0032839796386035887,0.0024717497726825053,153
gin-tfp,collision_group,1,3,2222,428,639,0.024008465643171946,0.02241763006839268,0.015523929465212702,0.5234168248383341,0.003308460661312813,0.002696121915751968,142
gin-tfp,collision_group,1,4,2198,404,687,0.02202771363657836,0.024472028380983227,0.012784712061443082,0.5023175399685975,0.003653719630112162,0.0032523631917645885,148
gin-tfp,collision_group,2,0,2143,476,670,0.022088106636871194,0.024034700320255988,0.013966388176494387,0.5008038364968012,0.0035429525339600995,0.0026201941172115687,145
gin-tfp,collision_group,2,1,2206,431,652,0.02396819606712721,0.02323668245655638,0.012651198008447988,0.5080159063007315,0.0033611730501010226,0.003390545831627855,143
gin-tfp,collision_group,2,2,2107,460,722,0.021734365709668513,0.02348786215037921,0.01405535304645061,0.5106705497479593,0.0033888939803934756,0.0029623477581095297,149
gin-tfp,collision_group,2,3,2201,433,655,0.024313712250712573,0.024143586804394077,0.009921794284304784,0.4872424759632729,0.003525948104617023,0.0030473615201910705,156
gin-tfp,collision_group,2,4,2232,467,590,0.020824608069763165,0.02242999790503092,0.0102680487637305,0.49799626631205035,0.0032147759101268463,0.0031036227149459764,143
gin-tfp,collision_group,3,0,2197,412,680,0.023924624626479537,0.023615438454373045,0.013635024239543722,0.5182008520399243,0.0035201659681917182,0.003041841133916445,142
gin-tfp,collision_group,3,1,2228,442,619,0.02335195373902007,0.023486131880188235,0.017489937343161784,0.48589854809295596,0.0033748332483925165,0.0027394663608258708,142
gin-tfp,collision_group,3,2,2182,426,681,0.022574997180394685,0.02311594410713545,0.01402956683334828,0.508135775413953,0.0033568440949591923,0.0029079303898182237,148
gin-tfp,collision_group,3,3,2197,450,642,0.022953445829329018,0.02315198723848421,0.011952203127735513,0.4968918139084311,0.003372388055201325,0.002667705865052416,148
gin-tfp,collision_group,3,4,2199,423,667,0.02307568412405231,0.02346417662298795,0.013036062107903488,0.5013790828341604,0.003403499821712827,0.0036724885769419107,145
gin-tfp,collision_group,4,0,2173,459,657,0.0234483035430493,0.023072719928871804,0.013485843388428355,0.5142967944400693,0.003432554865602231,0.0030542214928060197,149
gin-tfp,collision_group,4,1,2152,480,657,0.022152759166981447,0.02264303043123009,0.017852501448851643,0.5312135941282496,0.003385368229735885,0.002842272856696491,136
gin-tfp,collision_group,4,2,2247,423,619,0.022441737200088293,0.022924711067654483,0.012728772257613093,0.49683400243069414,0.0033411082014530072,0.0028505973399180575,151
gin-tfp,collision_group,4,3,2184,421,684,0.023863014204481853,0.0239979764491826,0.01796383548976534,0.5087384943544727,0.003543357760198649,0.0034816774552088804,148
gin-tfp,collision_group,4,4,2205,412,672,0.02226992097380345,0.022502470469369002,0.012166940553584658,0.48819481976229506,0.003261460287571759,0.0024627729497883957,150
