seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
6,0.8469,44,NC(=O)N(NC(=O)Cc1ccccc1)c1ccc(-c2ccccc2)nc1,0.7120,67.8601,3.0000,0.1562,1.0000
6,0.8469,44,CN(NC(=O)NC1CCSC1)C(c1ccccc1)c1ccccc1,0.8191,45.1762,3.0000,0.1967,1.0000
6,0.8469,44,CCCCCC(NC)C(C)N(C)Cc1ccccc1,0.6830,52.5053,3.0000,0.1930,1.0000
6,0.8469,44,CCN(Cc1ccsc1)C(c1ccccc1)c1ccns1,0.6485,63.7576,3.0000,0.1905,1.0000
6,0.8469,44,COC(C)N(CNC(=O)Nc1cnccn1)C(NC(C)=O)c1ccccc1,0.6086,51.6751,3.0000,0.1972,1.0000
6,0.8469,44,CCC(OCc1ccc(-c2ccccn2)cc1)C(Cc1cccnc1)Nc1ccc2ccccc2n1,0.2437,129.7215,3.0000,0.1279,1.0000
6,0.8469,44,COC(OCc1ccc(-c2ccccn2)cc1)c1cnccn1,0.6533,75.2646,3.0000,0.1364,1.0000
6,0.8469,44,CCCC(C)NC(=O)NC(C)(N)OCc1ccc(-c2ccccn2)cc1,0.6326,90.0955,3.0000,0.0097,1.0000
6,0.8469,44,CCCC(C)C(O)c1ccc(-c2ccccn2)cc1,0.1300,129.1480,3.0000,0.1304,1.0000
6,0.8469,44,CCC(c1cccnc1)C(CNc1ccc2ccccc2n1)C(OC(C)Nc1ccncn1)c1ccc(-c2ccccn2)cc1,0.1300,129.1480,3.0000,0.1304,1.0000
6,0.8469,44,CCCCOC(c1ccc(-c2ccccn2)cc1)C(C)c1cnccn1,0.5255,79.4452,3.0000,0.1481,1.0000
6,0.8469,44,NC(=O)NCC(N)OCc1ccc(-c2ccccn2)cc1,0.6944,58.1550,3.0000,0.1905,1.0000
6,0.8469,44,CC(N)OCc1ccc(-c2ccccn2)cc1,0.4302,86.9897,3.0000,0.1884,1.0000
6,0.8469,44,NC(CO)(OCc1ccc(-c2ccccn2)cc1)C(c1ccccc1)c1ccco1,0.4302,86.9897,3.0000,0.1884,1.0000
6,0.8469,44,NC(CCC(=O)Nc1ncccn1)OCc1ccc(-c2ccccn2)cc1,0.2642,112.3505,3.0000,0.1829,1.0000
6,0.8469,44,CC(C)CC(CC(N)(OCc1ccc(-c2ccccn2)cc1)c1ccccc1)C(=O)Nc1ncccn1,0.2642,112.3505,3.0000,0.1829,1.0000
6,0.8469,44,CC(=O)NC(N)(CCC(=O)Nc1ncccn1)OC(Nc1ccc2ccccc2n1)c1ccc(-c2ccccn2)cc1,0.1715,123.1145,3.0000,0.1413,1.0000
6,0.8469,44,CCCCCN(C(C)=O)C(N)(CCC(=O)Nc1ncccn1)OC(Nc1ccc2ccccc2n1)c1ccc(-c2ccccn2)cc1,0.0895,133.9566,3.0000,0.1300,1.0000
6,0.8469,44,CCC(C)C(CC(N)(NC(C)=O)OCc1ccc(-c2ccccn2)cc1)C(=O)Nc1ncccn1,0.3609,90.4192,3.0000,0.1647,1.0000
6,0.8469,44,CCC(C)C(CC(N)(NC(C)=O)OCc1ccc(-c2ccccn2)cc1)C(=O)Nc1ncccn1,0.3609,90.4192,3.0000,0.1647,1.0000
6,0.8469,44,CCC(C)C(CC(N)(NC(=O)CN1CCCC(CC2CCOC2)C1)OCc1ccc(-c2ccccn2)cc1)C(=O)Nc1ncccn1,0.2022,115.0480,3.0000,0.1416,1.0000
