seed,hypervolume,front_size,smiles,mpo,syba,sa,rrs,pns
2,0.8811,25,CNN(c1ccccc1)c1cccc(-c2ccccn2)c1,0.1007,135.7729,3.0000,0.1495,1.0000
2,0.8811,25,CCC(CC(C)NC(=O)CCN(c1ccno1)N(c1ccccc1)c1cccc(-c2ccccn2)c1)(Nc1ccc2ccccc2n1)c1cnccn1,0.1007,135.7729,3.0000,0.1495,1.0000
2,0.8811,25,CCCCN(C(=O)CCNNc1cccc(-c2ccccn2)c1)C1CCOC1,0.4865,90.6127,3.0000,0.1591,1.0000
2,0.8811,25,CC(Cc1cccnc1)(CC(CNNc1cccc(-c2ccccn2)c1)C(N)=O)N1CCOCC1,0.3671,93.8161,3.0000,0.1458,1.0000
2,0.8811,25,CCC(CCC(CC(C)C)c1ccccc1)N(NC(CC(N)=O)CC(N)=O)c1cccc(-c2ccccn2)c1,0.2100,87.0139,3.0000,0.1875,1.0000
2,0.8811,25,CC(CCC(Nc1ccc2ccccc2n1)C(CC(N)=O)NNc1cccc(-c2ccccn2)c1)N1CCOCC1,0.1796,124.3548,3.0000,0.1546,1.0000
2,0.8811,25,CC(C)CC(CN(N(c1cccc(-c2ccccn2)c1)c1ccno1)N1CCCC1CCNc1ccc2ccccc2n1)(C(N)=O)c1cnoc1,0.1081,127.5031,3.0000,0.1230,0.0000
2,0.8811,25,CC(C)C1NCCCC1c1cccc(-c2ccccc2)c1,0.8470,-7.5290,3.0000,0.1724,1.0000
2,0.8811,25,CCCC(CC)NCc1cccc(-c2ccccn2)c1,0.8039,83.5281,3.0000,0.1967,1.0000
2,0.8811,25,CCCC(C)N(CC)C(=O)C(CN(Nc1cccc(-c2ccccn2)c1)Nc1ccc2ccccc2n1)C(c1ccccn1)C(C)C,0.0970,130.3005,3.0000,0.1600,1.0000
2,0.8811,25,CCCC(C)N(CC)C(=O)C(CN(Nc1cccc(-c2ccccn2)c1)Nc1ccc2ccccc2n1)(c1ccccc1)C(c1ccccn1)C(C)C,0.0970,130.3005,3.0000,0.1600,1.0000
2,0.8811,25,CCCCCNC(=O)C(CN(Nc1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C)C(c1ccccn1)C(C)C,0.0824,131.3792,3.0000,0.1500,1.0000
2,0.8811,25,CCCCCNC(=O)C(C(c1ccccn1)C(C)C)C(Nc1ccc2ccccc2n1)N(Nc1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C,0.0445,134.1347,3.0000,0.1569,1.0000
2,0.8811,25,CCCCCNC(=O)C(CN(Nc1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C)C(c1ccccn1)C(C)(C)c1ccoc1,0.0714,137.5388,3.0000,0.1545,1.0000
2,0.8811,25,CCCCCCC(C)N(c1cccc(-c2ccccn2)c1)N(CC(C(=O)NCCCCC)C(c1ccccn1)C(C)(C)c1ccoc1)Nc1ccc2ccccc2n1,0.0519,143.3821,3.0000,0.1491,0.3490
2,0.8811,25,CCCCCNC(=O)C(CN(Nc1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C)C(c1ccccn1)(N1CCOCC1)C(C)(C)c1ccoc1,0.0647,147.3722,3.0000,0.1429,0.0000
2,0.8811,25,CCCCCN(CC(C)(C)C)C(=O)C(CN(Nc1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C)C(c1ccccn1)C(C)(C)c1ccoc1,0.0681,140.2012,3.0000,0.1404,0.4407
2,0.8811,25,CC(C)(c1cccnc1)C(c1ccccn1)C(CNNc1cccc(-c2ccccn2)c1)(C(=O)NNc1ccc2ccccc2n1)c1cccs1,0.0903,148.8200,3.0000,0.1402,1.0000
2,0.8811,25,COCCCCCNC(=O)C(C(c1ccccn1)C(C)C)C(Nc1ccc2ccccc2n1)N(Nc1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C,0.0390,157.1228,3.0000,0.1481,1.0000
2,0.8811,25,COCCCCCNC(=O)C(C(c1ccccn1)C(C)C)C(Nc1ccc2ccccc2n1)N(N(OC)c1ccc2ccccc2n1)N(c1cccc(-c2ccccn2)c1)C(C)C,0.0409,165.0498,3.0000,0.1429,1.0000
2,0.8811,25,CCC(COC)C(C)(C)C(c1ccccn1)C(CNNc1cccc(-c2ccccn2)c1)C(=O)N(c1ccccn1)c1cnccn1,0.1217,87.8689,3.0000,0.1649,1.0000
2,0.8811,25,COCC(CCNC(N)=O)C(C)(Cc1ccccc1)C(c1ccccn1)C(CNNc1cccc(-c2ccccn2)c1)C(N)=O,0.1102,87.6934,3.0000,0.1667,1.0000
2,0.8811,25,COCC(CCNC(=O)NNc1ccc2ccccc2n1)C(C)(C)C(c1ccccn1)C(CNNc1cccc(-c2ccccn2)c1)C(N)=O,0.0698,131.0476,3.0000,0.1748,1.0000
2,0.8811,25,CCOCCC(C)(C(CCNC(=O)NNc1ccc2ccccc2n1)COC)C(c1ccccn1)C(CNNc1cccc(-c2ccccn2)c1)C(N)=O,0.0393,138.1676,3.0000,0.1636,1.0000
2,0.8811,25,COCC(CCNC(=O)NNc1ccc2ccccc2n1)C(C)(C)C(c1ccccn1)C(CNNc1cccc(-c2ccccn2)c1)C(=O)Nc1ccno1,0.0520,128.1426,3.0000,0.1759,0.1294
