Ligand,Vina_Score,Vinardo_Score,Best_Score,Category
ligand_203,-4.099,-3.492,-4.099,OTHERS
ligand_204,-4.074,-3.04,-4.074,OTHERS
ligand_205,-3.783,-2.89,-3.783,OTHERS
ligand_206,-3.969,-3.461,-3.969,OTHERS
ligand_207,-4.447,-3.132,-4.447,OTHERS
ligand_208,-4.889,-3.739,-4.889,OTHERS
ligand_209,-4.878,-4.177,-4.878,OTHERS
ligand_20,-3.922,-3.413,-3.922,OTHERS
ligand_210,-4.317,-3.535,-4.317,OTHERS
ligand_211,-3.539,-2.643,-3.539,OTHERS
ligand_212,-4.745,-4.159,-4.745,OTHERS
ligand_213,-4.285,-3.415,-4.285,OTHERS
ligand_214,-4.906,-3.344,-4.906,OTHERS
ligand_215,-4.694,-3.376,-4.694,OTHERS
ligand_216,-5.088,-4.019,-5.088,OTHERS
ligand_217,-3.974,-3.029,-3.974,OTHERS
ligand_218,-4.611,-3.379,-4.611,OTHERS
ligand_219,-4.084,-3.292,-4.084,OTHERS
ligand_21,-4.98,-4.233,-4.98,OTHERS
ligand_220,-4.2,-3.27,-4.2,OTHERS
ligand_222,-4.729,-2.917,-4.729,OTHERS
ligand_223,-3.237,-2.76,-3.237,OTHERS
ligand_224,-4.44,-2.778,-4.44,OTHERS
ligand_225,-4.095,-3.314,-4.095,OTHERS
ligand_226,-4.374,-3.847,-4.374,OTHERS
ligand_227,-4.325,-3.7,-4.325,OTHERS
ligand_228,-4.332,-3.202,-4.332,OTHERS
ligand_229,-4.227,-2.936,-4.227,OTHERS
ligand_22,-3.816,-3.055,-3.816,OTHERS
ligand_230,-3.619,-3.029,-3.619,OTHERS
ligand_231,-3.653,-2.684,-3.653,OTHERS
ligand_232,-2.951,-2.73,-2.951,OTHERS
ligand_233,-4.183,-3.492,-4.183,OTHERS
ligand_234,-4.479,-3.673,-4.479,OTHERS
ligand_235,-4.09,-3.057,-4.09,OTHERS
ligand_236,-4.462,-3.847,-4.462,OTHERS
ligand_237,-4.162,-3.407,-4.162,OTHERS
ligand_238,-4.722,-4.01,-4.722,OTHERS
ligand_239,-4.415,-3.059,-4.415,OTHERS
ligand_23,-5.305,-3.878,-5.305,OTHERS
ligand_240,-3.503,-3.196,-3.503,OTHERS
ligand_241,-4.219,-3.076,-4.219,OTHERS
ligand_242,-4.408,-2.794,-4.408,OTHERS
ligand_243,-4.109,-3.503,-4.109,OTHERS
ligand_244,-3.465,-3.285,-3.465,OTHERS
ligand_245,-4.318,-3.144,-4.318,OTHERS
ligand_246,-4.175,-3.588,-4.175,OTHERS
ligand_247,-4.924,-3.543,-4.924,OTHERS
ligand_248,-4.177,-2.73,-4.177,OTHERS
ligand_249,-4.101,-2.915,-4.101,OTHERS
ligand_24,-4.435,-3.472,-4.435,OTHERS
ligand_251,-4.552,-3.095,-4.552,OTHERS
ligand_252,-3.848,-3.174,-3.848,OTHERS
ligand_253,-4.604,-4.054,-4.604,OTHERS
ligand_254,-3.911,-3.393,-3.911,OTHERS
ligand_255,-3.365,-2.505,-3.365,OTHERS
ligand_256,-4.422,-3.666,-4.422,OTHERS
ligand_257,-3.976,-2.764,-3.976,OTHERS
ligand_258,-4.361,-2.887,-4.361,OTHERS
ligand_259,-3.952,-3.261,-3.952,OTHERS
ligand_25,-3.384,-2.247,-3.384,OTHERS
ligand_260,-4.98,-3.91,-4.98,OTHERS
ligand_261,-3.908,-2.849,-3.908,OTHERS
ligand_262,-3.784,-2.975,-3.784,OTHERS
ligand_263,-5.068,-3.908,-5.068,OTHERS
ligand_264,-4.599,-3.622,-4.599,OTHERS
ligand_265,-4.041,-2.969,-4.041,OTHERS
ligand_266,-3.895,-2.926,-3.895,OTHERS
ligand_267,-5.226,-3.967,-5.226,OTHERS
ligand_268,-4.805,-4.145,-4.805,OTHERS
ligand_269,-3.302,-2.468,-3.302,OTHERS
ligand_26,-4.597,-3.304,-4.597,OTHERS
ligand_270,-4.174,-3.047,-4.174,OTHERS
ligand_271,-4.275,-3.075,-4.275,OTHERS
ligand_272,-4.77,-3.778,-4.77,OTHERS
ligand_273,-4.704,-3.647,-4.704,OTHERS
ligand_274,-4.022,-3.043,-4.022,OTHERS
ligand_275,-4.447,-3.471,-4.447,OTHERS
ligand_276,-4.675,-3.742,-4.675,OTHERS
ligand_277,-5.418,-3.462,-5.418,OTHERS
ligand_278,-4.16,-3.249,-4.16,OTHERS
ligand_279,-4.867,-3.634,-4.867,OTHERS
ligand_27,-4.519,-3.158,-4.519,OTHERS
ligand_280,-5.602,-3.967,-5.602,OTHERS
ligand_281,-4.125,-3.268,-4.125,OTHERS
ligand_282,-4.929,-3.482,-4.929,OTHERS
ligand_283,-4.998,-3.524,-4.998,OTHERS
ligand_284,-4.122,-3.219,-4.122,OTHERS
ligand_285,-3.97,-3.332,-3.97,OTHERS
ligand_286,-4.707,-3.598,-4.707,OTHERS
ligand_287,-4.427,-3.322,-4.427,OTHERS
ligand_288,-4.141,-2.866,-4.141,OTHERS
ligand_289,-5.173,-3.796,-5.173,OTHERS
ligand_28,-3.391,-3.01,-3.391,OTHERS
ligand_290,-4.161,-2.996,-4.161,OTHERS
ligand_291,-4.499,-3.18,-4.499,OTHERS
ligand_292,-4.263,-3.309,-4.263,OTHERS
ligand_293,-4.483,-3.179,-4.483,OTHERS
ligand_294,-4.064,-3.366,-4.064,OTHERS
ligand_295,-4.605,-3.157,-4.605,OTHERS
ligand_296,-4.245,-3.303,-4.245,OTHERS
ligand_297,-3.905,-2.805,-3.905,OTHERS
ligand_298,-3.907,-3.42,-3.907,OTHERS
ligand_299,-4.384,-3.233,-4.384,OTHERS
ligand_29,-4.116,-3.179,-4.116,OTHERS
ligand_2,-4.209,-3.117,-4.209,OTHERS
ligand_300,-4.538,-2.974,-4.538,OTHERS
ligand_301,-4.163,-3.028,-4.163,OTHERS
ligand_302,-5.135,-3.527,-5.135,OTHERS
ligand_303,-4.38,-3.296,-4.38,OTHERS
ligand_304,-4.207,-3.327,-4.207,OTHERS
ligand_305,-3.828,-3.006,-3.828,OTHERS
ligand_306,-5.564,-3.98,-5.564,OTHERS
ligand_307,-4.369,-3.046,-4.369,OTHERS
ligand_308,-4.317,-2.895,-4.317,OTHERS
ligand_309,-4.553,-3.099,-4.553,OTHERS
ligand_310,-3.628,-3.401,-3.628,OTHERS
ligand_311,-4.691,-3.551,-4.691,OTHERS
ligand_312,-3.645,-3.415,-3.645,OTHERS
ligand_313,-4.417,-3.367,-4.417,OTHERS
ligand_314,-4.488,-3.28,-4.488,OTHERS
ligand_315,-3.833,-3.28,-3.833,OTHERS
ligand_316,-4.289,-3.481,-4.289,OTHERS
ligand_317,-3.912,-3.126,-3.912,OTHERS
ligand_318,-4.244,-3.836,-4.244,OTHERS
ligand_319,-3.927,-3.372,-3.927,OTHERS
ligand_31,-5.257,-4.277,-5.257,OTHERS
ligand_320,-5.045,-4.206,-5.045,OTHERS
ligand_321,-3.871,-3.141,-3.871,OTHERS
ligand_322,-4.65,-3.638,-4.65,OTHERS
ligand_323,-4.808,-3.5,-4.808,OTHERS
ligand_324,-5.017,-3.731,-5.017,OTHERS
ligand_325,-4.043,-3.432,-4.043,OTHERS
ligand_326,-4.255,-3.386,-4.255,OTHERS
ligand_327,-4.234,-2.955,-4.234,OTHERS
ligand_328,-5.301,-3.942,-5.301,OTHERS
ligand_329,-3.736,-3.292,-3.736,OTHERS
ligand_32,-4.951,-3.785,-4.951,OTHERS
ligand_330,-3.702,-2.686,-3.702,OTHERS
ligand_331,-4.454,-3.951,-4.454,OTHERS
ligand_333,-4.64,-3.466,-4.64,OTHERS
ligand_334,-3.944,-3.065,-3.944,OTHERS
ligand_335,-4.933,-3.603,-4.933,OTHERS
ligand_336,-4.279,-2.878,-4.279,OTHERS
ligand_337,-3.747,-3.464,-3.747,OTHERS
ligand_338,-3.002,-2.491,-3.002,OTHERS
ligand_339,-3.592,-2.911,-3.592,OTHERS
ligand_33,-3.717,-3.188,-3.717,OTHERS
ligand_340,-4.624,-3.45,-4.624,OTHERS
ligand_341,-3.809,-2.827,-3.809,OTHERS
ligand_342,-4.093,-2.912,-4.093,OTHERS
ligand_343,-4.607,-3.896,-4.607,OTHERS
ligand_344,-3.32,-2.938,-3.32,OTHERS
ligand_345,-4.893,-3.659,-4.893,OTHERS
ligand_346,-4.004,-3.623,-4.004,OTHERS
ligand_347,-3.683,-3.034,-3.683,OTHERS
ligand_348,-3.615,-2.484,-3.615,OTHERS
ligand_349,-4.484,-3.181,-4.484,OTHERS
ligand_34,-4.726,-3.91,-4.726,OTHERS
ligand_351,-4.362,-3.689,-4.362,OTHERS
ligand_352,-4.177,-3.621,-4.177,OTHERS
ligand_354,-4.456,-2.868,-4.456,OTHERS
ligand_355,-3.597,-3.194,-3.597,OTHERS
ligand_356,-4.41,-3.861,-4.41,OTHERS
ligand_357,-4.564,-3.835,-4.564,OTHERS
ligand_358,-4.317,-3.48,-4.317,OTHERS
ligand_359,-4.346,-3.452,-4.346,OTHERS
ligand_35,-2.393,-2.104,-2.393,OTHERS
ligand_361,-4.555,-3.835,-4.555,OTHERS
ligand_362,-3.767,-2.818,-3.767,OTHERS
ligand_363,-4.577,-2.585,-4.577,OTHERS
ligand_364,-4.064,-3.332,-4.064,OTHERS
ligand_365,-4.956,-3.145,-4.956,OTHERS
ligand_366,-4.576,-3.169,-4.576,OTHERS
ligand_367,-4.33,-3.019,-4.33,OTHERS
ligand_368,-4.252,-3.816,-4.252,OTHERS
ligand_369,-4.408,-3.289,-4.408,OTHERS
ligand_36,-5.062,-3.637,-5.062,OTHERS
ligand_370,-4.255,-3.093,-4.255,OTHERS
ligand_371,-4.717,-3.314,-4.717,OTHERS
ligand_372,-4.845,-3.633,-4.845,OTHERS
ligand_373,-4.072,-3.182,-4.072,OTHERS
ligand_374,-3.884,-2.533,-3.884,OTHERS
ligand_375,-4.358,-3.467,-4.358,OTHERS
ligand_376,-4.198,-2.99,-4.198,OTHERS
ligand_377,-4.011,-3.451,-4.011,OTHERS
ligand_378,-2.335,-2.08,-2.335,OTHERS
ligand_37,-4.381,-3.496,-4.381,OTHERS
ligand_380,-4.813,-3.522,-4.813,OTHERS
ligand_381,-4.398,-3.503,-4.398,OTHERS
ligand_382,-4.116,-2.828,-4.116,OTHERS
ligand_383,-3.663,-2.925,-3.663,OTHERS
ligand_384,-3.644,-3.047,-3.644,OTHERS
ligand_385,-3.764,-3.519,-3.764,OTHERS
ligand_386,-3.751,-2.81,-3.751,OTHERS
ligand_387,-3.979,-2.842,-3.979,OTHERS
ligand_388,-4.35,-3.054,-4.35,OTHERS
ligand_389,-4.321,-3.232,-4.321,OTHERS
ligand_38,-4.868,-3.043,-4.868,OTHERS
ligand_390,-4.401,-2.953,-4.401,OTHERS
ligand_391,-4.635,-3.078,-4.635,OTHERS
ligand_392,-4.185,-2.708,-4.185,OTHERS
ligand_393,-4.516,-3.142,-4.516,OTHERS
ligand_394,-3.784,-3.41,-3.784,OTHERS
ligand_395,-5.002,-3.744,-5.002,OTHERS
ligand_396,-4.389,-3.334,-4.389,OTHERS
ligand_397,-5.301,-4.203,-5.301,OTHERS
ligand_398,-4.592,-3.309,-4.592,OTHERS
ligand_399,-4.416,-3.188,-4.416,OTHERS
ligand_39,-4.075,-3.002,-4.075,OTHERS
ligand_3,-3.943,-2.66,-3.943,OTHERS
ligand_401,-4.493,-3.415,-4.493,OTHERS
ligand_402,-4.956,-3.705,-4.956,OTHERS
ligand_403,-4.687,-3.52,-4.687,OTHERS
ligand_404,-3.974,-2.839,-3.974,OTHERS
ligand_405,-5.366,-3.973,-5.366,OTHERS
ligand_406,-4.657,-3.848,-4.657,OTHERS
ligand_407,-3.93,-2.694,-3.93,OTHERS
ligand_408,-1.494,-1.739,-1.739,OTHERS
ligand_409,-4.587,-3.435,-4.587,OTHERS
ligand_410,-4.352,-4.077,-4.352,OTHERS
ligand_411,-3.28,-2.342,-3.28,OTHERS
ligand_412,-4.483,-3.071,-4.483,OTHERS
ligand_413,-3.906,-3.083,-3.906,OTHERS
ligand_414,-4.37,-3.407,-4.37,OTHERS
ligand_416,-4.595,-3.467,-4.595,OTHERS
ligand_417,-4.458,-3.834,-4.458,OTHERS
ligand_418,-4.167,-3.016,-4.167,OTHERS
ligand_419,-3.889,-3.58,-3.889,OTHERS
ligand_41,-4.288,-3.812,-4.288,OTHERS
ligand_420,-4.612,-3.318,-4.612,OTHERS
ligand_421,-4.314,-3.362,-4.314,OTHERS
ligand_422,-4.57,-3.433,-4.57,OTHERS
ligand_423,-4.684,-3.734,-4.684,OTHERS
ligand_424,-4.833,-3.868,-4.833,OTHERS
ligand_425,-5.016,-3.726,-5.016,OTHERS
ligand_426,-4.671,-3.478,-4.671,OTHERS
ligand_428,-4.718,-3.612,-4.718,OTHERS
ligand_429,-5.489,-4.122,-5.489,OTHERS
ligand_42,-4.422,-3.542,-4.422,OTHERS
ligand_430,-4.548,-3.249,-4.548,OTHERS
ligand_431,-4.19,-3.225,-4.19,OTHERS
ligand_433,-3.822,-2.989,-3.822,OTHERS
ligand_434,-4.395,-3.317,-4.395,OTHERS
ligand_435,-4.136,-3.291,-4.136,OTHERS
ligand_436,-5.352,-3.382,-5.352,OTHERS
ligand_437,-4.758,-3.458,-4.758,OTHERS
ligand_438,-3.929,-3.436,-3.929,OTHERS
ligand_439,-4.241,-3.163,-4.241,OTHERS
ligand_440,-4.378,-3.465,-4.378,OTHERS
ligand_441,-4.487,-3.318,-4.487,OTHERS
ligand_442,-4.43,-3.443,-4.43,OTHERS
ligand_443,-3.858,-3.344,-3.858,OTHERS
ligand_445,-4.439,-4.057,-4.439,OTHERS
ligand_446,-4.189,-3.101,-4.189,OTHERS
ligand_447,-4.896,-3.582,-4.896,OTHERS
ligand_448,-4.343,-2.482,-4.343,OTHERS
ligand_449,-4.76,-3.118,-4.76,OTHERS
ligand_44,-3.886,-3.118,-3.886,OTHERS
ligand_450,-4.466,-3.448,-4.466,OTHERS
ligand_451,-3.124,-2.993,-3.124,OTHERS
ligand_452,-3.979,-2.994,-3.979,OTHERS
ligand_453,-4.4,-3.419,-4.4,OTHERS
ligand_454,-4.913,-3.221,-4.913,OTHERS
ligand_455,-4.644,-3.57,-4.644,OTHERS
ligand_456,-4.27,-3.657,-4.27,OTHERS
ligand_457,-3.977,-3.594,-3.977,OTHERS
ligand_458,-4.023,-3.63,-4.023,OTHERS
ligand_459,-4.469,-3.233,-4.469,OTHERS
ligand_45,-3.536,-2.728,-3.536,OTHERS
ligand_461,-4.227,-2.952,-4.227,OTHERS
ligand_462,-4.378,-2.699,-4.378,OTHERS
ligand_463,-4.923,-3.835,-4.923,OTHERS
ligand_464,-5.302,-3.642,-5.302,OTHERS
ligand_465,-3.16,-2.323,-3.16,OTHERS
ligand_466,-5.163,-3.833,-5.163,OTHERS
ligand_467,-4.469,-3.577,-4.469,OTHERS
ligand_468,-4.637,-3.534,-4.637,OTHERS
ligand_469,-4.44,-3.263,-4.44,OTHERS
ligand_46,-4.389,-3.73,-4.389,OTHERS
ligand_470,-4.713,-3.452,-4.713,OTHERS
ligand_471,-4.469,-3.551,-4.469,OTHERS
ligand_472,-4.019,-3.273,-4.019,OTHERS
ligand_473,-3.574,-2.641,-3.574,OTHERS
ligand_474,-3.789,-2.812,-3.789,OTHERS
ligand_475,-4.509,-3.258,-4.509,OTHERS
ligand_48,-5.212,-3.645,-5.212,OTHERS
ligand_49,-4.063,-3.781,-4.063,OTHERS
ligand_4,-5.007,-3.967,-5.007,OTHERS
ligand_50,-4.079,-3.421,-4.079,OTHERS
ligand_51,-4.531,-3.419,-4.531,OTHERS
ligand_52,-4.149,-3.735,-4.149,OTHERS
ligand_53,-3.65,-2.911,-3.65,OTHERS
ligand_54,-3.884,-2.988,-3.884,OTHERS
ligand_55,-3.859,-3.111,-3.859,OTHERS
ligand_56,-4.515,-4,-4.515,OTHERS
ligand_57,-4.281,-3.095,-4.281,OTHERS
ligand_58,-4.302,-3.079,-4.302,OTHERS
ligand_59,-4.665,-3.502,-4.665,OTHERS
ligand_5,-4.729,-3.595,-4.729,OTHERS
ligand_60,-4.664,-3.411,-4.664,OTHERS
ligand_61,-4.369,-3.219,-4.369,OTHERS
ligand_62,-4.052,-3.037,-4.052,OTHERS
ligand_63,-4.542,-3.55,-4.542,OTHERS
ligand_64,-4.362,-3.207,-4.362,OTHERS
ligand_65,-3.699,-3.179,-3.699,OTHERS
ligand_66,-4.127,-3.194,-4.127,OTHERS
ligand_67,-4.53,-3.465,-4.53,OTHERS
ligand_68,-4.065,-3.115,-4.065,OTHERS
ligand_69,-5.219,-4.007,-5.219,OTHERS
ligand_6,-4.776,-3.358,-4.776,OTHERS
ligand_71,-4.061,-3.286,-4.061,OTHERS
ligand_72,-3.691,-3.524,-3.691,OTHERS
ligand_74,-4.809,-3.55,-4.809,OTHERS
ligand_75,-4.809,-3.674,-4.809,OTHERS
ligand_76,-4.227,-2.932,-4.227,OTHERS
ligand_77,-4.733,-4.076,-4.733,OTHERS
ligand_78,-4.829,-4.264,-4.829,OTHERS
ligand_79,-2.995,-2.575,-2.995,OTHERS
ligand_7,-4.222,-3.419,-4.222,OTHERS
ligand_80,-4.13,-3.101,-4.13,OTHERS
ligand_81,-3.943,-2.574,-3.943,OTHERS
ligand_82,-3.778,-2.634,-3.778,OTHERS
ligand_83,-4.647,-3.299,-4.647,OTHERS
ligand_84,-4.728,-3.821,-4.728,OTHERS
ligand_85,-4.251,-3.36,-4.251,OTHERS
ligand_86,-3.701,-2.924,-3.701,OTHERS
ligand_87,-5.023,-3.623,-5.023,OTHERS
ligand_88,-4.128,-3.477,-4.128,OTHERS
ligand_89,-3.943,-3.051,-3.943,OTHERS
ligand_8,-3.154,-2.248,-3.154,OTHERS
ligand_90,-4.124,-3.116,-4.124,OTHERS
ligand_91,-4.686,-3.33,-4.686,OTHERS
ligand_92,-4.846,-3.58,-4.846,OTHERS
ligand_93,-4.233,-2.778,-4.233,OTHERS
ligand_94,-4.227,-2.945,-4.227,OTHERS
ligand_95,-4.464,-2.987,-4.464,OTHERS
ligand_96,-4.754,-3.187,-4.754,OTHERS
ligand_97,-4.612,-3.53,-4.612,OTHERS
ligand_9,-3.862,-2.976,-3.862,OTHERS
