Ligand,Vina_Score,Vinardo_Score,Best_Score,Category
ligand_0,-4.64,-3.778,-4.64,OTHERS
ligand_100,-5.143,-4.081,-5.143,OTHERS
ligand_101,-4.239,-3.272,-4.239,OTHERS
ligand_102,-3.938,-3.031,-3.938,OTHERS
ligand_103,-4.272,-3.147,-4.272,OTHERS
ligand_104,-5.018,-3.462,-5.018,OTHERS
ligand_105,-4.265,-3.295,-4.265,OTHERS
ligand_106,-4.149,-3.104,-4.149,OTHERS
ligand_107,-4.33,-3.25,-4.33,OTHERS
ligand_108,-3.568,-2.914,-3.568,OTHERS
ligand_109,-4.623,-3.157,-4.623,OTHERS
ligand_10,-4.953,-3.687,-4.953,OTHERS
ligand_110,-3.924,-3.094,-3.924,OTHERS
ligand_111,-4.958,-3.771,-4.958,OTHERS
ligand_112,-4.344,-3.337,-4.344,OTHERS
ligand_113,-4.011,-3.069,-4.011,OTHERS
ligand_114,-4.205,-3.189,-4.205,OTHERS
ligand_115,-5.094,-3.613,-5.094,OTHERS
ligand_116,-4.329,-3.938,-4.329,OTHERS
ligand_117,-4.364,-3.302,-4.364,OTHERS
ligand_118,-3.501,-2.674,-3.501,OTHERS
ligand_119,-4.044,-3.14,-4.044,OTHERS
ligand_11,-5.001,-3.48,-5.001,OTHERS
ligand_120,-4.217,-2.962,-4.217,OTHERS
ligand_121,-4.007,-3.103,-4.007,OTHERS
ligand_122,-4.065,-3.395,-4.065,OTHERS
ligand_123,-4.588,-3.087,-4.588,OTHERS
ligand_124,-3.834,-3.063,-3.834,OTHERS
ligand_125,-4.77,-3.699,-4.77,OTHERS
ligand_126,-3.708,-3.073,-3.708,OTHERS
ligand_127,-4.462,-3.476,-4.462,OTHERS
ligand_128,-5.101,-4.018,-5.101,OTHERS
ligand_129,-2.886,-2.25,-2.886,OTHERS
ligand_12,-4.294,-3.065,-4.294,OTHERS
ligand_130,-4.408,-3.412,-4.408,OTHERS
ligand_131,-4.159,-2.956,-4.159,OTHERS
ligand_132,-3.804,-2.873,-3.804,OTHERS
ligand_133,-3.519,-2.664,-3.519,OTHERS
ligand_134,-4.186,-3.518,-4.186,OTHERS
ligand_135,-4.009,-3.416,-4.009,OTHERS
ligand_136,-4.07,-3.478,-4.07,OTHERS
ligand_137,-4.26,-3.436,-4.26,OTHERS
ligand_138,-3.893,-2.99,-3.893,OTHERS
ligand_139,-4.376,-4.001,-4.376,OTHERS
ligand_140,-4.467,-3.562,-4.467,OTHERS
ligand_141,-4.065,-3.095,-4.065,OTHERS
ligand_142,-1.986,-1.799,-1.986,OTHERS
ligand_143,-4.873,-3.539,-4.873,OTHERS
ligand_144,-4.154,-3.477,-4.154,OTHERS
ligand_145,-4.933,-3.201,-4.933,OTHERS
ligand_146,-4.759,-3.554,-4.759,OTHERS
ligand_147,-3.664,-2.906,-3.664,OTHERS
ligand_148,-4.431,-3.731,-4.431,OTHERS
ligand_149,-4.724,-3.846,-4.724,OTHERS
ligand_14,-4.341,-3.493,-4.341,OTHERS
ligand_150,-5.001,-4.068,-5.001,OTHERS
ligand_151,-2.323,-2.273,-2.323,OTHERS
ligand_152,-3.746,-2.832,-3.746,OTHERS
ligand_153,-3.875,-3.005,-3.875,OTHERS
ligand_154,-3.381,-2.936,-3.381,OTHERS
ligand_155,-4.866,-3.273,-4.866,OTHERS
ligand_156,-4.094,-3.421,-4.094,OTHERS
ligand_157,-4.33,-3.188,-4.33,OTHERS
ligand_158,-3.934,-2.796,-3.934,OTHERS
ligand_159,-4.459,-3.564,-4.459,OTHERS
ligand_15,-5.04,-3.653,-5.04,OTHERS
ligand_160,-4.285,-3.384,-4.285,OTHERS
ligand_161,-4.31,-3.378,-4.31,OTHERS
ligand_162,-4.56,-3.543,-4.56,OTHERS
ligand_164,-5.914,-4.007,-5.914,OTHERS
ligand_165,-4.597,-3.571,-4.597,OTHERS
ligand_166,-4.598,-3.267,-4.598,OTHERS
ligand_167,-3.387,-3.498,-3.498,OTHERS
ligand_168,-4.148,-3.522,-4.148,OTHERS
ligand_169,-4.127,-3.418,-4.127,OTHERS
ligand_16,-5.094,-4.082,-5.094,OTHERS
ligand_170,-3.544,-3.171,-3.544,OTHERS
ligand_171,-5,-3.299,-5,OTHERS
ligand_172,-4.853,-3.133,-4.853,OTHERS
ligand_173,-4.258,-3.48,-4.258,OTHERS
ligand_174,-4.297,-3.643,-4.297,OTHERS
ligand_175,-3.616,-2.62,-3.616,OTHERS
ligand_176,-5.238,-3.302,-5.238,OTHERS
ligand_177,-5.091,-3.735,-5.091,OTHERS
ligand_178,-4.38,-3.663,-4.38,OTHERS
ligand_179,-4.295,-2.76,-4.295,OTHERS
ligand_17,-4.124,-3.492,-4.124,OTHERS
ligand_180,-3.902,-3.053,-3.902,OTHERS
ligand_181,-3.193,-2.988,-3.193,OTHERS
ligand_182,-4.021,-3.378,-4.021,OTHERS
ligand_183,-4.391,-3.142,-4.391,OTHERS
ligand_184,-3.278,-2.596,-3.278,OTHERS
ligand_185,-4.715,-3.805,-4.715,OTHERS
ligand_186,-4.572,-4.129,-4.572,OTHERS
ligand_187,-5.383,-3.499,-5.383,OTHERS
ligand_188,-3.65,-3.288,-3.65,OTHERS
ligand_18,-4.529,-3.275,-4.529,OTHERS
ligand_191,-4.066,-3.079,-4.066,OTHERS
ligand_192,-4.378,-3.399,-4.378,OTHERS
ligand_193,-4.757,-3.708,-4.757,OTHERS
ligand_194,-5.07,-3.393,-5.07,OTHERS
ligand_195,-4.907,-3.323,-4.907,OTHERS
ligand_196,-4.058,-3.326,-4.058,OTHERS
ligand_197,-3.767,-3.257,-3.767,OTHERS
ligand_198,-4.874,-3.278,-4.874,OTHERS
ligand_199,-4.139,-3.122,-4.139,OTHERS
ligand_19,-4.393,-3.637,-4.393,OTHERS
ligand_1,-3.468,-2.364,-3.468,OTHERS
ligand_200,-4.831,-3.312,-4.831,OTHERS
ligand_201,-4.744,-3.915,-4.744,OTHERS
ligand_202,-4.807,-3.833,-4.807,OTHERS
