smiles,max_sim_to_stoned,stoned_unreachable
C=CC[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,0.17647058823529413,1
C=CC[C@@]12COC(=O)C(=C)[C@@H]1C[C@H](C(=C)C(=O)O)[C@@H](OC(=O)C(=C)CO)C2,0.17525773195876287,1
C=CC[C@@]12COC(=O)C(=C)[C@@H]1C[C@H](C(C)C(=O)O)[C@@H](OC(=O)C(=C)CO)C2,0.18867924528301888,1
C=C[C@]1(CO)C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1C(=C)CO,0.16049382716049382,1
C=C(C)c1c(O)c(O)c2c(c1O)[C@H](OC=O)C[C@H]1C(C)(C)CCC[C@]21C,0.15853658536585366,1
C=C(C)c1c(O)c(O)c2c(c1O)[C@H](OC(C)=O)C[C@H]1C(C)(C)CCC[C@]21C,0.1566265060240964,1
C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)C[C@@H](OC(=O)c3ccc(O)cc3)CC(C)(C)C1=CC2,0.17894736842105263,1
C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)C[C@@H](OC(=O)c3ccc(O)c(O)c3)CC(C)(C)C1=CC2,0.1875,1
C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCC[C@](C)(COC(=O)C=C(C)C)C1=CC2,0.18181818181818182,1
C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCC[C@](C)(COC(=O)c3ccc(O)cc3)C1=CC2,0.1875,1
C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCC[C@](C)(COC(=O)c3ccc(O)c(O)c3)C1=CC2,0.18681318681318682,1
COc1cc(OC)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O,0.26582278481012656,1
CC(=O)c1c(O)cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c1O,0.2222222222222222,1
Cc1occ2c(O)c3c(c(O)c12)C(=O)C=CC3=O,0.17142857142857143,1
COc1cc(O)c([C@@]2(O)c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)c(O)c1C(C)=O,0.2413793103448276,1
O=C1C=CC(=O)c2c1c(O)c1coc(CO)c1c2O,0.140625,1
COc1ccc(O)c2c1C(=O)c1coc(C)c1C2=O,0.26785714285714285,1
CC=Cc1cc(O)c(O)c(OC)c1,0.2702702702702703,1
Cc1occ2c1C(=O)c1c(O)cccc1C2=O,0.22807017543859648,1
COc1ccc(OC)c2c1C(=O)c1coc(C)c1C2=O,0.28205128205128205,1
CC(=O)OCc1occ2c1C(=O)c1c(O)cccc1C2=O,0.208955223880597,1
CC(=O)OCc1occ2c(O)c3c(c(O)c12)C(=O)C=CC3=O,0.16393442622950818,1
CC(C)c1c(O)c(O)cc2c1[C@@]1(C)CCCC(C)(C)C1C(=O)C2=O,0.2112676056338028,1
CC1(C)CCC[C@]2(C)c3cc(O)c(O)cc3CCC12,0.2112676056338028,1
COc1cccc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cc(CO)cc(O)c3c(O)c12,0.23076923076923078,1
COc1c(O)ccc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cc(C)cc(O)c3c(O)c12,0.2037037037037037,1
C=C(C)C(=O)O[C@H]1CC(C)=C2CC(=O)[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2,0.1782178217821782,1
CC(=O)OCC1=C2/C(=C\[C@]3(C)OC(=C(C)C[C@@H]2OC(=O)/C=C(/C)COC(C)=O)CC3=O)OC1=O,0.1941747572815534,1
C=C1C(=O)O[C@@H]2C/C(C)=C\CC[C@@]3(C)O[C@@H]3[C@@H](O)[C@@H]12,0.18072289156626506,1
C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H](O)CCC(=C)[C@H]3[C@@H](O)[C@H]12,0.15942028985507245,1
C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H](O)CC=C(C)[C@H]3[C@@H](O)[C@H]12,0.17105263157894737,1
C=C1C(=O)O[C@H]2/C=C(/C)[C@@H](O)CC/C(C)=C\[C@@H](O)[C@H]12,0.2,1
C=C1C(=O)O[C@H]2CC(=C)[C@@H](O)CC/C(C)=C\[C@@H](O)[C@H]12,0.20512820512820512,1
C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C,0.3076923076923077,1
