partition,model,descriptor_mode,seed,fold,best_val_auc,test_auc,test_ap,test_f1,test_bacc,n_test
novel_303,GIN-TNE,permuted,0,0,0.879217754966258,0.7830698323126124,0.8995170766675974,0.8909737948883857,0.6920082245253677,3822
novel_303,GIN-TNE,permuted,0,1,0.9049804158506605,0.8082283630841658,0.8966730811001776,0.8550799381124291,0.7418351923216413,4066
novel_303,GIN-TNE,permuted,0,2,0.9055698529411765,0.7817954206395537,0.8970682815199668,0.836326321190354,0.6749554063695921,3935
novel_303,GIN-TNE,permuted,0,3,0.8806915541296798,0.8017450955521732,0.9368744524855195,0.8589171974522293,0.6268686127419004,3900
novel_303,GIN-TNE,permuted,0,4,0.9039762592946252,0.7219694131312799,0.8706982576961939,0.8189863234111022,0.6240569675276726,4113
novel_303,GIN-TNE,permuted,1,0,0.8971911689180312,0.7644295895492066,0.9429355458976196,0.909964664310954,0.6365168324498468,4063
novel_303,GIN-TNE,permuted,1,1,0.8861693102374381,0.821801238979153,0.9111195197042493,0.8393820956635027,0.699646808542514,3715
novel_303,GIN-TNE,permuted,1,2,0.8900098084023602,0.823863955616726,0.8676043519833794,0.8131292790978655,0.731547880868936,3855
novel_303,GIN-TNE,permuted,1,3,0.888233001161947,0.7466382161371268,0.9393106167094009,0.8722311396468699,0.6145331308730001,3720
novel_303,GIN-TNE,permuted,1,4,0.8975618531433508,0.8166102117478969,0.9035756437415002,0.8463111530596193,0.7345204448311986,4483
novel_303,GIN-TNE,permuted,2,0,0.883509093205355,0.869275743058775,0.950978596271558,0.9133366222660747,0.7271135654026317,3713
novel_303,GIN-TNE,permuted,2,1,0.8976104006913376,0.8330541035264344,0.9499137690797494,0.8890977443609023,0.655545795735846,4488
novel_303,GIN-TNE,permuted,2,2,0.911755124376074,0.7356513246764078,0.8719858956549422,0.8169327887114742,0.6636450829328302,3696
novel_303,GIN-TNE,permuted,2,3,0.8929614024549688,0.7645843497162178,0.8257543971521148,0.7938723404255319,0.6514599686028257,4173
novel_303,GIN-TNE,permuted,2,4,0.8992347786970212,0.733838688021992,0.9114885622218636,0.868467885455428,0.6243854915602861,3766
novel_303,GIN-TNE,permuted,3,0,0.9082136896800691,0.7700870843008059,0.9326232771110352,0.8666558388825727,0.6821470118639996,3839
novel_303,GIN-TNE,permuted,3,1,0.8909038035302779,0.8591207697039994,0.9533639967951937,0.8982329842931938,0.7587860147904157,3873
novel_303,GIN-TNE,permuted,3,2,0.9043669786269624,0.8015686052684252,0.9352771773471249,0.8982356647763075,0.6682982917214192,3799
novel_303,GIN-TNE,permuted,3,3,0.8994728281759761,0.7562318313953489,0.8714818212246302,0.846637959589268,0.6440677854122622,3891
novel_303,GIN-TNE,permuted,3,4,0.8778085171568628,0.825237238813654,0.857788462709356,0.8113207547169812,0.7367887688394288,4434
novel_303,GIN-TNE,permuted,4,0,0.9062797041974577,0.7476459076781399,0.8598744781072366,0.7612399917881338,0.6611875343744804,3742
novel_303,GIN-TNE,permuted,4,1,0.8968685459138843,0.8123195944636536,0.9375171217454275,0.8887763713080169,0.7220424155263971,3697
novel_303,GIN-TNE,permuted,4,2,0.8953031286358214,0.8543621569398806,0.9557965149704202,0.9053828151120027,0.7411998040758396,3673
novel_303,GIN-TNE,permuted,4,3,0.8936081058929596,0.8124150681467905,0.9148416925781674,0.86839481555334,0.7320954232219268,4016
novel_303,GIN-TNE,permuted,4,4,0.8972860930344662,0.8082593411049868,0.9055495893139656,0.8517279821627648,0.6720706556580907,4708
