ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
False,True,2.0,0.5,Small,12,0,0.6558112483130937
False,True,2.0,0.5,Small,12,1,0.6779571794483379
False,True,2.0,0.5,Small,12,2,0.6507581621013405
False,True,2.0,0.5,Small,12,3,0.5620065366591244
False,True,2.0,0.5,Small,12,4,0.646446097987082
