ScafVAE,Pareto,c_PUCT,Temperature,Vocab,ConfigID,Replicate,Reward
False,False,1.0,0.5,Small,0,0,0.5762865110546698
False,False,1.0,0.5,Small,0,1,0.5872792096032393
False,False,1.0,0.5,Small,0,2,0.5794526690896767
False,False,1.0,0.5,Small,0,3,0.6720459560692592
False,False,1.0,0.5,Small,0,4,0.5374104423694156
