centroid_id,vina_score,exhaustiveness,tag
290,-4.235,64,original
291,-5.493,64,original
292,-4.203,64,original
293,-4.793,64,original
294,-5.239,64,original
295,-4.574,64,original
296,-4.372,64,original
297,-4.421,64,original
298,-4.589,64,original
299,-4.307,64,original
300,-4.427,64,original
301,-3.765,64,original
302,-5.088,64,original
303,-4.443,64,original
304,-4.568,64,original
305,-4.751,64,original
306,-3.879,64,original
307,-3.706,64,original
308,-4.522,64,original
309,-4.228,64,original
310,-4.796,64,original
311,-4.528,64,original
312,-4.711,64,original
313,-4.636,64,original
314,-4.796,64,original
315,-4.467,64,original
316,-4.264,64,original
317,-4.029,64,original
318,-4.281,64,original
319,-3.983,64,original
320,,64,original
321,-4.319,64,original
322,-4.646,64,original
323,-4.281,64,original
324,-5.044,64,original
325,-4.377,64,original
326,-4.301,64,original
327,-3.982,64,original
328,-5.152,64,original
329,-4.37,64,original
330,-4.721,64,original
331,-4.549,64,original
332,,64,original
333,-4.292,64,original
334,-3.914,64,original
335,-4.761,64,original
336,-3.947,64,original
337,-4.658,64,original
338,-4.423,64,original
339,-4.616,64,original
340,,64,original
341,,64,original
342,-4.714,64,original
343,,64,original
344,-4.08,64,original
345,-4.363,64,original
346,,64,original
347,-5.303,64,original
348,-5.039,64,original
349,-3.859,64,original
350,-3.923,64,original
351,-4.41,64,original
352,-4.272,64,original
353,-4.739,64,original
354,-4.845,64,original
355,-4.076,64,original
356,-4.032,64,original
357,-4.288,64,original
358,-4.039,64,original
359,-3.575,64,original
360,-4.807,64,original
361,-4.48,64,original
362,-4.138,64,original
363,-3.642,64,original
364,-4.47,64,original
365,-4.04,64,original
366,-4.618,64,original
367,-4.807,64,original
368,-5.187,64,original
369,-5.093,64,original
370,-4.631,64,original
371,-3.917,64,original
372,-5.112,64,original
373,-4.416,64,original
374,,64,original
375,,64,original
376,,64,original
377,-3.428,64,original
378,,64,original
379,-4.068,64,original
380,-3.954,64,original
381,-4.244,64,original
382,-4.357,64,original
383,-4.392,64,original
384,-4.188,64,original
385,-4.637,64,original
386,-4.611,64,original
387,-3.383,64,original
388,-5.429,64,original
389,-4.696,64,original
390,-4.263,64,original
391,-5.325,64,original
392,,64,original
393,-4.105,64,original
394,-4.167,64,original
395,-4.501,64,original
396,-3.948,64,original
397,-5.174,64,original
398,-4.454,64,original
399,-4.379,64,original
400,-3.593,64,original
401,-4.081,64,original
402,-4.654,64,original
403,-4.69,64,original
404,-4.437,64,original
405,-3.809,64,original
406,-4.394,64,original
407,-4.915,64,original
408,-4.931,64,original
409,-3.481,64,original
410,-3.821,64,original
411,-4.853,64,original
412,-3.662,64,original
413,-4.571,64,original
414,-4.405,64,original
415,-4.098,64,original
416,,64,original
417,-4.261,64,original
418,-4.77,64,original
419,-4.082,64,original
420,-4.502,64,original
421,-3.882,64,original
422,-3.988,64,original
423,-4.5,64,original
424,-4.863,64,original
425,-4.39,64,original
426,-3.673,64,original
427,-3.703,64,original
428,-5.067,64,original
429,-4.746,64,original
430,-5.505,64,original
431,-4.675,64,original
432,-4.615,64,original
433,-4.404,64,original
434,,64,original
435,-5.372,64,original
436,-5.018,64,original
437,-3.784,64,original
438,-4.735,64,original
439,-3.606,64,original
440,-3.867,64,original
441,-4.437,64,original
442,-5.161,64,original
443,-4.364,64,original
444,-5.15,64,original
445,-4.64,64,original
446,-4.849,64,original
447,-4.769,64,original
448,-4.089,64,original
449,-4.767,64,original
450,-4.538,64,original
451,-3.621,64,original
452,-4.461,64,original
453,-4.624,64,original
454,-4.122,64,original
455,-4.597,64,original
456,-4.675,64,original
457,-3.884,64,original
458,-4.71,64,original
459,-4.414,64,original
460,-4.457,64,original
461,-4.77,64,original
462,-5.421,64,original
463,-4.577,64,original
464,-4.828,64,original
465,-4.625,64,original
466,-4.282,64,original
467,-4.239,64,original
468,-4.149,64,original
469,-4.249,64,original
470,-4.662,64,original
471,-3.982,64,original
472,-5.967,64,original
473,-4.49,64,original
474,-4.413,64,original
475,-4.536,64,original
476,-4.554,64,original
477,-4.287,64,original
478,-3.61,64,original
479,-4.413,64,original
480,-4.578,64,original
481,-4.222,64,original
482,-4.677,64,original
483,-4.056,64,original
