rank,smiles,weighted_mpo_score,syba_score,SI,sa_score,qed,MPO_multi,MPO_4gm2,MPO_6ukj,MPO_7f3y,MPO_9n10,Hit_Tier,ClinTox,AMES,hERG,DILI
1,COc1cc(C)c([C@H](C)NC(=O)c2ccc(CC[NH3+])cc2)cc1OC,0.5107460993196549,153.50036124356888,97.76576431619804,2.836905477664564,0.8098091330623418,0.5607460993196549,0.3865091522599372,0.615085659996104,0.597882575278282,0.4435070097442962,Secondary hit,0.0018565112375654,0.0447364743798971,0.5639173507690429,0.1700021870434284
2,[NH3+][C@H](c1ccc(O)cc1)c1ccc(Br)cc1,0.4986300424573152,55.38362274165251,100.0,3.0023438539599976,0.8713485397415909,0.5486300424573152,0.4402175804442932,0.5780862712652884,0.5457223881458159,0.4304939299738631,Secondary hit,0.0002102346380524,0.0249390642624348,0.3980912566184997,0.0734613794833421
3,CC(NCC1=CC=CC(O)=C1Cl)C1=CC=CC=C1,0.492118741087401,59.737136601449976,96.50697089434341,2.305760125870549,0.8750080442459371,0.5421187410874011,0.4380834532330921,0.567368404598792,0.5314139960082502,0.4316091105094699,Secondary hit,0.0091910352464765,0.0828555598855018,0.6959830760955811,0.0829140983521938
4,COc1cc(/C=C\CO)cc(OC)c1O,0.4896684997101201,36.58314450775988,99.16843011762565,2.1722456891603894,0.78854795319926,0.5396684997101201,0.4124973857595408,0.5499091819938986,0.505475694957024,0.490791736130017,Secondary hit,0.0082494414702523,0.2685209020972252,0.0946980059146881,0.2319133728742599
