features,split,seed,fold,n_train,n_test,mean_columnwise_log_loss,macro_auprc,macro_auroc,mean_brier,mean_ece,n_labels_with_test_variation
phenotype,drug_grouped,0,0,2631,658,0.024192316704050892,0.132668544969214,0.6205209472487255,0.0037633175606193872,0.003870261412031262,149
phenotype,drug_grouped,0,1,2631,658,0.023956712873557447,0.1411335950418488,0.6459582583256044,0.003761512050989809,0.0036346073249287317,151
phenotype,drug_grouped,0,2,2631,658,0.02358390180154473,0.1400755190235278,0.664494265818705,0.0037375591109306376,0.003639423953653345,152
phenotype,drug_grouped,0,3,2631,658,0.02378401731833548,0.1375804874610893,0.643625774374219,0.0037237638405620737,0.0038917111367755305,152
phenotype,drug_grouped,0,4,2632,657,0.022877218822071693,0.14069532868670132,0.6450425616406105,0.003597689072029892,0.003561089844459831,146
phenotype,drug_grouped,1,0,2631,658,0.023379690091618492,0.14028969950833514,0.6359160017239933,0.003733395727784285,0.00374592586853821,152
phenotype,drug_grouped,1,1,2631,658,0.023289529379103502,0.12968011362987564,0.6345158280325973,0.0036517365351406077,0.0038272630696330376,145
phenotype,drug_grouped,1,2,2631,658,0.024155283004048934,0.13771753030007283,0.6350159367610628,0.0038075721872560912,0.003664732546608349,151
phenotype,drug_grouped,1,3,2631,658,0.02364453930568319,0.1499327443341881,0.6514653751950146,0.0037381026414856225,0.003773277384049221,148
phenotype,drug_grouped,1,4,2632,657,0.02399781690219582,0.12936461095915508,0.6552418675216228,0.0037659003139617645,0.003735841504756789,144
phenotype,drug_grouped,2,0,2631,658,0.023197698144909747,0.1510860591120488,0.6566920723140879,0.0036666121275367456,0.0035678100470895166,151
phenotype,drug_grouped,2,1,2631,658,0.02535545444688437,0.1218651773369534,0.6420260419153739,0.004008494437925287,0.003929327399690248,150
phenotype,drug_grouped,2,2,2631,658,0.022986510716806945,0.13257703739723198,0.6429020761764694,0.0035677317125607914,0.0036077243242264197,147
phenotype,drug_grouped,2,3,2631,658,0.023972075649349344,0.14249942746301084,0.6496550585790909,0.0037475333449612782,0.003981588361258262,143
phenotype,drug_grouped,2,4,2632,657,0.02430927736064685,0.1414012036441881,0.6410778591741068,0.003755136565891268,0.0036246172343150414,155
phenotype,drug_grouped,3,0,2631,658,0.023549013630785525,0.18682272618944784,0.6523289575843645,0.003632184304277497,0.003775041206514542,146
phenotype,drug_grouped,3,1,2631,658,0.023834329333257923,0.15011283877684184,0.649287421071885,0.0036748268802640704,0.003863777981112598,146
phenotype,drug_grouped,3,2,2631,658,0.02279849369203527,0.1758421936552031,0.6499566976018882,0.0035423040768062016,0.0035745955148359762,149
phenotype,drug_grouped,3,3,2631,658,0.024791776508131327,0.12865255332888179,0.6078050138835811,0.003926660614786877,0.0038711613945902152,148
phenotype,drug_grouped,3,4,2632,657,0.02482849855428478,0.1177055451442118,0.6396211186155432,0.003963142155402931,0.0040302576320669775,152
phenotype,drug_grouped,4,0,2631,658,0.02379235645318099,0.15547844744010328,0.6411214695278142,0.0037460978828506948,0.0037297113811652124,143
phenotype,drug_grouped,4,1,2631,658,0.024897407134978757,0.15388012385922076,0.637766036035978,0.003924354581390649,0.003882085772667131,149
phenotype,drug_grouped,4,2,2631,658,0.023182610667555944,0.14303096850735894,0.6557825758425416,0.0036527348067098356,0.0037498651845885873,140
phenotype,drug_grouped,4,3,2631,658,0.022421648980176682,0.14544441849632742,0.6560632652717392,0.0035972775684990064,0.003740317877814923,145
phenotype,drug_grouped,4,4,2632,657,0.023805799005363754,0.1434296954297794,0.6324154891054987,0.00370065946071833,0.003607292749272514,150
